player,total_runs,total_matches,total_balls_faced,total_fours,total_sixes,total_dismissed,avg_runs,highest_score,lowest_score,not_out_rate,duck_count,duck_rate,consistency_score,innings_above_30,innings_above_50,innings_above_30_pct,innings_above_50_pct,strike_rate,boundary_rate,six_rate,four_rate,boundary_runs_pct,dot_ball_rate,pp_runs,mid_runs,death_runs,pp_balls_faced,mid_balls_faced,death_balls_faced,pp_runs_pct,mid_runs_pct,death_runs_pct,pp_strike_rate,mid_strike_rate,death_strike_rate,dominant_phase,avg_runs_in_wins,avg_runs_in_losses,balls_faced_per_match,sample_reliability_score,team,season_start_year,avg_position,median_position,highest_position,lowest_position,typical_position,position_role,batting_role,eligible_for_model,cluster_id,cluster_label,archetype_role,archetype_role_match_score
Denish Das,243,15,273,17,6,14,16.2,35,0,0.067,1,0.067,10.67,3,0,0.2,0.0,89.01,0.084,0.022,0.062,0.428,0.469,155,70,18,158,98,17,0.638,0.288,0.074,98.1,71.43,105.88,death,16.14,16.25,18.2,1.0,Assam,2023,2.466666666666667,2.0,1,7,2,opener,anchor_opener,True,1,batting_tailender_cluster_1,tailender,0.0
Devender Lohchab,52,4,81,4,1,3,13.0,34,0,0.25,1,0.25,14.65,1,0,0.25,0.0,64.2,0.062,0.012,0.049,0.423,0.617,10,17,25,26,32,23,0.192,0.327,0.481,38.46,53.12,108.7,death,10.0,14.0,20.25,0.588,Services,2021,4.25,4.0,2,7,2,opener,anchor_opener,True,2,batting_tailender_cluster_2,tailender,0.0
Dharmendrasinh Jadeja,106,13,81,11,4,10,8.15,59,0,0.231,2,0.154,15.73,1,1,0.077,0.077,130.86,0.185,0.049,0.136,0.642,0.432,41,38,27,22,32,27,0.387,0.358,0.255,186.36,118.75,100.0,powerplay,16.75,4.33,6.23,0.838,Saurashtra,2023,7.357142857142857,8.5,3,11,9,tailender,tailender,True,1,batting_tailender_cluster_1,tailender,100.0
Dhrushant Soni,24,5,26,2,0,5,4.8,12,0,0.0,1,0.2,4.76,0,0,0.0,0.0,92.31,0.077,0.0,0.077,0.333,0.385,0,7,17,0,7,19,0.0,0.292,0.708,,100.0,89.47,middle,,4.8,5.2,0.421,Railways,2022,7.6,8.0,5,9,9,tailender,tailender,True,2,batting_tailender_cluster_2,tailender,100.0
Dhruv Jurel,69,5,63,1,5,3,13.8,25,3,0.4,0,0.0,10.06,0,0,0.0,0.0,109.52,0.095,0.079,0.016,0.493,0.397,12,19,38,15,27,21,0.174,0.275,0.551,80.0,70.37,180.95,death,13.67,14.0,12.6,0.575,Uttar Pradesh,2023,5.2,6.0,2,6,6,middle_order,finisher,True,1,batting_tailender_cluster_1,tailender,0.0
Dhruv Patel,104,7,88,8,5,5,14.86,23,6,0.286,0,0.0,6.36,0,0,0.0,0.0,118.18,0.148,0.057,0.091,0.596,0.443,39,37,28,40,33,15,0.375,0.356,0.269,97.5,112.12,186.67,death,,14.86,12.57,0.804,Baroda,2023,5.285714285714286,3.0,1,9,3,top_order,middle_order,True,1,batting_tailender_cluster_1,tailender,0.0
Dhruv Raval,384,17,283,52,8,15,22.59,73,1,0.118,0,0.0,21.78,4,2,0.235,0.118,135.69,0.212,0.028,0.184,0.667,0.399,283,91,10,204,70,9,0.737,0.237,0.026,138.73,130.0,111.11,powerplay,29.57,17.7,16.65,1.0,Gujarat,2021,1.8235294117647056,2.0,1,3,1,opener,aggressive_opener,True,0,batting_aggressive_opener_cluster_0,aggressive_opener,100.0
Digvijay Rangi,92,6,79,7,4,3,15.33,35,0,0.5,1,0.167,12.18,1,0,0.167,0.0,116.46,0.139,0.051,0.089,0.565,0.367,2,24,66,4,32,43,0.022,0.261,0.717,50.0,75.0,153.49,death,19.33,11.33,13.17,0.704,Himachal,2021,6.833333333333333,6.5,6,9,6,middle_order,finisher,True,1,batting_tailender_cluster_1,tailender,0.0
Dikshanshu Negi,318,17,282,31,7,13,18.71,77,0,0.235,1,0.059,16.28,1,1,0.059,0.059,112.77,0.135,0.025,0.11,0.522,0.376,39,173,106,38,173,71,0.123,0.544,0.333,102.63,100.0,149.3,death,14.25,20.08,16.59,1.0,Uttarakhand,2022,4.705882352941177,5.0,1,8,4,top_order,middle_order,True,1,batting_tailender_cluster_1,tailender,0.0
Dinesh Mor,98,9,96,10,1,6,10.89,31,1,0.333,0,0.0,10.14,1,0,0.111,0.0,102.08,0.115,0.01,0.104,0.469,0.396,29,47,22,29,47,20,0.296,0.48,0.224,100.0,100.0,110.0,death,10.25,11.4,10.67,0.9,Railways,2020,5.222222222222222,4.0,4,9,4,top_order,middle_order,True,1,batting_tailender_cluster_1,tailender,0.0
Dinesh Rai,15,3,29,0,0,3,5.0,11,2,0.0,0,0.0,5.2,0,0,0.0,0.0,51.72,0.0,0.0,0.0,0.0,0.586,0,5,10,0,9,20,0.0,0.333,0.667,,55.56,50.0,middle,,5.0,9.67,0.308,Sikkim,2019,6.666666666666667,7.0,6,7,7,lower_order,tailender,True,2,batting_tailender_cluster_2,tailender,100.0
Dipayan Debbarma,39,3,48,1,1,2,13.0,22,3,0.333,0,0.0,9.54,0,0,0.0,0.0,81.25,0.042,0.021,0.021,0.256,0.375,6,19,14,12,23,13,0.154,0.487,0.359,50.0,82.61,107.69,death,3.0,18.0,16.0,0.388,Tripura,2021,5.0,4.0,4,7,4,top_order,middle_order,True,2,batting_tailender_cluster_2,tailender,0.0
Dippu Sangma,17,4,28,1,0,4,4.25,13,0,0.0,1,0.25,5.97,0,0,0.0,0.0,60.71,0.036,0.0,0.036,0.235,0.536,4,11,2,10,13,5,0.235,0.647,0.118,40.0,84.62,40.0,middle,1.0,5.33,7.0,0.367,Meghalaya,2021,5.75,5.5,3,9,3,top_order,middle_order,True,2,batting_tailender_cluster_2,tailender,0.0
Divyang Hinganekar,119,10,81,10,4,5,11.9,35,0,0.5,1,0.1,11.07,1,0,0.1,0.0,146.91,0.173,0.049,0.123,0.538,0.284,0,21,98,0,25,56,0.0,0.176,0.824,,84.0,175.0,death,15.8,8.0,8.1,0.838,Maharashtra,2021,7.0,7.0,5,8,7,lower_order,tailender,True,1,batting_tailender_cluster_1,tailender,100.0
Diwesh Pathania,182,15,133,11,10,9,12.13,41,0,0.4,3,0.2,11.75,1,0,0.067,0.0,136.84,0.158,0.075,0.083,0.571,0.338,0,26,156,0,23,110,0.0,0.143,0.857,,113.04,141.82,death,19.0,9.64,8.87,1.0,Services,2021,8.066666666666666,8.0,7,9,9,tailender,tailender,True,1,batting_tailender_cluster_1,tailender,100.0
EC Sen,351,17,280,30,16,14,20.65,51,0,0.176,2,0.118,17.21,7,1,0.412,0.059,125.36,0.164,0.057,0.107,0.615,0.418,58,205,88,65,161,54,0.165,0.584,0.251,89.23,127.33,162.96,death,25.0,14.43,16.47,1.0,Himachal,2022,4.888888888888889,4.0,3,9,4,top_order,finisher,True,0,batting_aggressive_opener_cluster_0,aggressive_opener,0.0
ER Dwivedi,296,11,240,28,9,7,26.91,89,0,0.364,1,0.091,27.25,4,1,0.364,0.091,123.33,0.154,0.038,0.117,0.561,0.362,52,163,81,51,136,53,0.176,0.551,0.274,101.96,119.85,152.83,death,28.78,18.5,21.82,1.0,Uttar Pradesh,2017,3.909090909090909,4.0,2,6,4,top_order,top_order_anchor,True,0,batting_aggressive_opener_cluster_0,aggressive_opener,0.0
Eknath Kerkar,239,16,212,18,6,14,14.94,46,0,0.125,3,0.188,16.26,4,0,0.25,0.0,112.74,0.113,0.028,0.085,0.452,0.358,65,104,70,76,97,39,0.272,0.435,0.293,85.53,107.22,179.49,death,16.0,14.11,13.25,1.0,Goa,2023,4.3125,4.0,1,8,1,opener,anchor_opener,True,1,batting_tailender_cluster_1,tailender,0.0
F Lalmuanzuala,11,4,37,0,0,3,2.75,4,1,0.25,0,0.0,1.26,0,0,0.0,0.0,29.73,0.0,0.0,0.0,0.0,0.73,0,6,5,0,21,16,0.0,0.545,0.455,,28.57,31.25,death,,2.75,9.25,0.404,Mizoram,2023,7.75,8.0,7,8,8,lower_order,tailender,True,2,batting_tailender_cluster_2,tailender,100.0
FY Fazal,448,21,419,39,6,20,21.33,54,0,0.048,1,0.048,16.21,6,1,0.286,0.048,106.92,0.107,0.014,0.093,0.429,0.382,247,195,6,248,162,9,0.551,0.435,0.013,99.6,120.37,66.67,middle,27.08,12.0,19.95,1.0,Vidarbha,2019,1.9047619047619049,2.0,1,4,1,opener,anchor_opener,True,1,batting_tailender_cluster_1,tailender,0.0
Fabid Ahmed,218,22,225,8,8,18,9.91,27,0,0.182,1,0.045,7.59,0,0,0.0,0.0,96.89,0.071,0.036,0.036,0.367,0.396,11,53,154,15,83,127,0.05,0.243,0.706,73.33,63.86,121.26,death,5.75,12.29,10.23,1.0,Puducherry,2021,5.913043478260869,6.0,2,9,6,middle_order,middle_order,True,1,batting_tailender_cluster_1,tailender,0.0
Fazil Rashid,42,4,37,4,0,2,10.5,25,1,0.5,0,0.0,11.0,0,0,0.0,0.0,113.51,0.108,0.0,0.108,0.381,0.378,1,3,38,3,9,25,0.024,0.071,0.905,33.33,33.33,152.0,death,25.0,5.67,9.25,0.404,Jammu & Kashmir,2023,6.5,6.0,4,10,4,top_order,finisher,True,2,batting_tailender_cluster_2,tailender,0.0
Felix Alemao,22,5,21,0,1,1,4.4,13,1,0.8,0,0.0,4.98,0,0,0.0,0.0,104.76,0.048,0.048,0.0,0.273,0.381,0,2,20,0,5,16,0.0,0.091,0.909,,40.0,125.0,death,,4.4,4.2,0.4,Goa,2018,9.8,10.0,9,10,10,tailender,tailender,True,2,batting_tailender_cluster_2,tailender,100.0
G Ajitesh,14,3,13,1,1,3,4.67,8,2,0.0,0,0.0,3.06,0,0,0.0,0.0,107.69,0.154,0.077,0.077,0.714,0.538,6,0,8,8,0,5,0.429,0.0,0.571,75.0,,160.0,death,2.0,6.0,4.33,0.242,Tamil Nadu,2023,3.3333333333333335,1.0,1,8,1,opener,anchor_opener,True,2,batting_tailender_cluster_2,tailender,0.0
G Gambhir,226,13,228,26,3,12,17.38,66,0,0.077,1,0.077,18.35,3,1,0.231,0.077,99.12,0.127,0.013,0.114,0.54,0.456,150,54,22,161,56,11,0.664,0.239,0.097,93.17,96.43,200.0,death,14.7,26.33,17.54,1.0,Delhi,2017,1.6923076923076923,2.0,1,2,2,opener,anchor_opener,True,1,batting_tailender_cluster_1,tailender,0.0
G Lalbiakvela,16,10,40,1,0,8,1.6,6,0,0.2,3,0.3,2.12,0,0,0.0,0.0,40.0,0.025,0.0,0.025,0.25,0.725,0,2,14,0,9,31,0.0,0.125,0.875,,22.22,45.16,death,,1.6,4.0,0.667,Mizoram,2022,9.0,9.0,7,10,10,tailender,tailender,True,2,batting_tailender_cluster_2,tailender,100.0
GA Singh,174,9,131,11,11,8,19.33,100,0,0.111,2,0.222,32.49,2,1,0.222,0.111,132.82,0.168,0.084,0.084,0.632,0.397,45,82,47,55,59,17,0.259,0.471,0.27,81.82,138.98,276.47,death,27.33,3.33,14.56,1.0,Haryana,2020,2.3333333333333335,2.0,2,4,2,opener,anchor_opener,True,0,batting_aggressive_opener_cluster_0,aggressive_opener,0.0
GH Vihari,574,25,455,65,14,23,22.96,84,1,0.08,0,0.0,21.62,7,3,0.28,0.12,126.15,0.174,0.031,0.143,0.599,0.365,302,244,28,246,190,19,0.526,0.425,0.049,122.76,128.42,147.37,death,27.0,16.9,18.2,1.0,Andhra,2023,2.4,2.0,1,4,3,top_order,middle_order,True,0,batting_aggressive_opener_cluster_0,aggressive_opener,0.0
Gandhar Bhatawadekar,39,4,40,4,2,4,9.75,22,0,0.0,1,0.25,10.97,0,0,0.0,0.0,97.5,0.15,0.05,0.1,0.718,0.575,31,8,0,33,7,0,0.795,0.205,0.0,93.94,114.29,,middle,0.0,13.0,10.0,0.417,Railways,2019,3.0,3.0,3,3,3,top_order,middle_order,True,1,batting_tailender_cluster_1,tailender,0.0
Ganesh Satish,530,30,540,46,6,28,17.67,54,0,0.067,1,0.033,15.57,8,2,0.267,0.067,98.15,0.096,0.011,0.085,0.415,0.407,184,325,21,209,308,23,0.347,0.613,0.04,88.04,105.52,91.3,middle,14.43,20.5,18.0,1.0,Vidarbha,2023,3.6666666666666665,3.0,2,7,3,top_order,middle_order,True,1,batting_tailender_cluster_1,tailender,0.0
Gaurav Puri,91,6,56,10,5,5,15.17,35,1,0.167,0,0.0,12.14,1,0,0.167,0.0,162.5,0.268,0.089,0.179,0.769,0.393,31,52,8,22,27,7,0.341,0.571,0.088,140.91,192.59,114.29,middle,10.0,17.75,9.33,0.608,Chandigarh,2021,4.333333333333333,4.5,3,5,5,middle_order,middle_order,True,0,batting_aggressive_opener_cluster_0,aggressive_opener,0.0
Girinath Reddy,209,14,148,12,13,11,14.93,62,0,0.214,2,0.143,16.33,2,1,0.143,0.071,141.22,0.169,0.088,0.081,0.603,0.338,0,89,120,0,68,80,0.0,0.426,0.574,,130.88,150.0,death,21.17,10.25,10.57,1.0,Andhra,2022,6.428571428571429,6.5,4,9,7,lower_order,tailender,True,1,batting_tailender_cluster_1,tailender,100.0
Girish Rauturi,76,7,56,3,6,6,10.86,49,0,0.143,2,0.286,17.8,1,0,0.143,0.0,135.71,0.161,0.107,0.054,0.632,0.464,0,8,68,0,17,39,0.0,0.105,0.895,,47.06,174.36,death,24.33,0.75,8.0,0.671,Uttarakhand,2020,6.571428571428571,7.0,5,8,7,lower_order,tailender,True,1,batting_tailender_cluster_1,tailender,100.0
Gourav Choudhury,68,3,53,10,2,3,22.67,36,13,0.0,0,0.0,11.93,1,0,0.333,0.0,128.3,0.226,0.038,0.189,0.765,0.491,61,7,0,48,5,0,0.897,0.103,0.0,127.08,140.0,,middle,13.0,27.5,17.67,0.408,Odisha,2020,1.0,1.0,1,1,1,opener,aggressive_opener,True,0,batting_aggressive_opener_cluster_0,aggressive_opener,100.0
Govinda Poddar,438,19,347,39,16,18,23.05,64,0,0.053,1,0.053,19.53,4,3,0.211,0.158,126.22,0.159,0.046,0.112,0.575,0.366,127,245,66,136,176,35,0.29,0.559,0.151,93.38,139.2,188.57,death,27.2,21.57,18.26,1.0,Odisha,2021,3.210526315789474,4.0,1,5,4,top_order,finisher,True,0,batting_aggressive_opener_cluster_0,aggressive_opener,0.0
Gurinder Singh,439,20,351,21,24,11,21.95,56,1,0.45,0,0.0,16.7,6,1,0.3,0.05,125.07,0.128,0.068,0.06,0.519,0.328,3,154,282,5,170,176,0.007,0.351,0.642,60.0,90.59,160.23,death,12.33,23.65,17.55,1.0,Chandigarh,2021,6.2,6.0,4,8,5,middle_order,finisher,True,1,batting_tailender_cluster_1,tailender,0.0
Gurkeerat Singh,675,29,518,54,34,23,23.28,63,0,0.207,2,0.069,15.99,10,1,0.345,0.034,130.31,0.17,0.066,0.104,0.622,0.378,69,477,129,49,379,90,0.102,0.707,0.191,140.82,125.86,143.33,death,19.64,26.67,17.86,1.0,Punjab,2023,4.172413793103448,4.0,3,6,4,top_order,middle_order,True,0,batting_aggressive_opener_cluster_0,aggressive_opener,0.0
H Desai,345,21,288,50,8,19,16.43,56,0,0.095,2,0.095,13.66,3,1,0.143,0.048,119.79,0.201,0.028,0.174,0.719,0.486,292,53,0,242,46,0,0.846,0.154,0.0,120.66,115.22,,powerplay,14.77,19.12,13.71,1.0,Saurashtra,2024,1.1428571428571428,1.0,1,2,1,opener,aggressive_opener,True,0,batting_aggressive_opener_cluster_0,aggressive_opener,100.0
HH Khadiwale,22,3,22,3,0,3,7.33,10,5,0.0,0,0.0,2.52,0,0,0.0,0.0,100.0,0.136,0.0,0.136,0.545,0.455,22,0,0,22,0,0,1.0,0.0,0.0,100.0,,,powerplay,8.5,5.0,7.33,0.279,Maharashtra,2015,1.3333333333333333,1.0,1,2,1,opener,anchor_opener,True,2,batting_tailender_cluster_2,tailender,0.0
HH Pandya,387,11,297,29,19,8,35.18,86,5,0.273,0,0.0,28.99,5,3,0.455,0.273,130.3,0.162,0.064,0.098,0.594,0.364,62,169,156,71,158,68,0.16,0.437,0.403,87.32,106.96,229.41,death,38.86,28.75,27.0,1.0,Baroda,2024,3.363636363636364,3.0,3,6,3,top_order,top_order_anchor,True,0,batting_aggressive_opener_cluster_0,aggressive_opener,0.0
HP Gawli,43,3,33,5,1,3,14.33,30,2,0.0,0,0.0,14.29,1,0,0.333,0.0,130.3,0.182,0.03,0.152,0.605,0.364,43,0,0,32,1,0,1.0,0.0,0.0,134.38,0.0,,powerplay,20.5,2.0,11.0,0.325,Madhya Pradesh,2024,2.0,2.0,2,2,2,opener,aggressive_opener,True,0,batting_aggressive_opener_cluster_0,aggressive_opener,100.0
HP Patel,4,5,10,0,0,3,0.8,2,0,0.4,2,0.4,0.84,0,0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.6,0,0,4,0,0,10,0.0,0.0,1.0,,,40.0,death,,0.8,2.0,0.354,Gujarat,2021,10.8,11.0,10,11,11,tailender,tailender,True,2,batting_tailender_cluster_2,tailender,100.0
HS Desai,57,4,52,5,3,4,14.25,26,5,0.0,0,0.0,10.4,0,0,0.0,0.0,109.62,0.154,0.058,0.096,0.667,0.596,53,4,0,50,2,0,0.93,0.07,0.0,106.0,200.0,,middle,12.5,16.0,13.0,0.467,Baroda,2023,1.25,1.0,1,2,1,opener,anchor_opener,True,0,batting_aggressive_opener_cluster_0,aggressive_opener,0.0
HS Joshi,79,3,72,7,2,2,26.33,61,3,0.333,0,0.0,30.62,1,1,0.333,0.333,109.72,0.125,0.028,0.097,0.506,0.375,12,39,28,16,42,14,0.152,0.494,0.354,75.0,92.86,200.0,death,26.33,,24.0,0.488,Vidarbha,2015,3.0,3.0,3,3,3,top_order,top_order_anchor,True,1,batting_tailender_cluster_1,tailender,0.0
HV Patel,672,26,428,76,36,27,25.85,82,0,-0.038,2,0.077,21.47,11,3,0.423,0.115,157.01,0.262,0.084,0.178,0.774,0.428,481,176,15,316,102,10,0.716,0.262,0.022,152.22,172.55,150.0,middle,25.33,26.55,16.46,1.0,Haryana,2023,1.8888888888888888,2.0,1,7,2,opener,aggressive_opener,True,0,batting_aggressive_opener_cluster_0,aggressive_opener,100.0
Harbhajan Singh,121,10,115,12,4,10,12.1,33,1,0.0,0,0.0,11.74,2,0,0.2,0.0,105.22,0.139,0.035,0.104,0.595,0.443,52,54,15,28,65,22,0.43,0.446,0.124,185.71,83.08,68.18,powerplay,17.67,9.71,11.5,0.979,Punjab,2018,5.7,6.0,3,9,3,top_order,middle_order,True,1,batting_tailender_cluster_1,tailender,0.0
Hari Nishaanth,688,27,541,63,30,23,25.48,92,0,0.148,1,0.037,23.95,7,4,0.259,0.148,127.17,0.172,0.055,0.116,0.628,0.407,439,228,21,363,159,19,0.638,0.331,0.031,120.94,143.4,110.53,middle,29.8,13.14,20.04,1.0,Tamil Nadu,2023,1.4074074074074074,1.0,1,2,1,opener,aggressive_opener,True,0,batting_aggressive_opener_cluster_0,aggressive_opener,100.0
Harishankar Reddy,30,8,26,3,1,3,3.75,16,0,0.625,2,0.25,5.57,0,0,0.0,0.0,115.38,0.154,0.038,0.115,0.6,0.423,0,0,30,0,0,26,0.0,0.0,1.0,,,115.38,death,2.0,4.0,3.25,0.608,Andhra,2023,8.88888888888889,9.0,6,10,10,tailender,tailender,True,2,batting_tailender_cluster_2,tailender,100.0
Harmeet Singh,38,4,23,2,3,4,9.5,15,5,0.0,0,0.0,4.43,0,0,0.0,0.0,165.22,0.217,0.13,0.087,0.684,0.304,7,20,11,4,14,5,0.184,0.526,0.289,175.0,142.86,220.0,death,,9.5,5.75,0.346,Tripura,2019,6.75,7.0,5,8,7,lower_order,tailender,True,0,batting_aggressive_opener_cluster_0,aggressive_opener,0.0
Harpreet Brar,91,13,80,6,4,8,7.0,22,0,0.385,1,0.077,6.63,0,0,0.0,0.0,113.75,0.125,0.05,0.075,0.527,0.412,1,4,86,4,20,56,0.011,0.044,0.945,25.0,20.0,153.57,death,5.75,7.56,6.15,0.833,Punjab,2023,7.4,7.0,5,9,7,lower_order,tailender,True,2,batting_tailender_cluster_2,tailender,100.0
Harpreet Singh,1181,34,899,102,42,26,34.74,92,1,0.235,0,0.0,24.78,19,9,0.559,0.265,131.37,0.16,0.047,0.113,0.559,0.343,222,691,268,230,548,121,0.188,0.585,0.227,96.52,126.09,221.49,death,36.25,33.39,26.44,1.0,Chhattisgarh,2024,3.342857142857143,3.0,1,6,3,top_order,top_order_anchor,True,0,batting_aggressive_opener_cluster_0,aggressive_opener,0.0
Harsh Tyagi,276,20,207,21,14,9,13.8,38,0,0.55,1,0.05,12.31,3,0,0.15,0.0,133.33,0.169,0.068,0.101,0.609,0.382,0,96,180,0,84,123,0.0,0.348,0.652,,114.29,146.34,death,13.33,14.0,10.35,1.0,Railways,2024,7.428571428571429,7.0,6,10,8,lower_order,tailender,True,1,batting_tailender_cluster_1,tailender,100.0
Harsh Vikram Singh,10,4,17,1,0,1,2.5,7,1,0.75,0,0.0,3.0,0,0,0.0,0.0,58.82,0.059,0.0,0.059,0.4,0.588,0,0,10,0,0,17,0.0,0.0,1.0,,,58.82,death,,2.5,4.25,0.321,Bihar,2022,8.25,8.5,7,9,9,tailender,tailender,True,2,batting_tailender_cluster_2,tailender,100.0
Hem Chetri,22,4,19,3,0,4,5.5,15,0,0.0,2,0.5,7.14,0,0,0.0,0.0,115.79,0.158,0.0,0.158,0.545,0.421,0,0,22,0,5,14,0.0,0.0,1.0,,0.0,157.14,death,11.0,0.0,4.75,0.329,Nagaland,2021,6.2,6.0,5,7,6,middle_order,middle_order,True,2,batting_tailender_cluster_2,tailender,0.0
Hemang Patel,71,8,83,5,2,6,8.88,20,2,0.25,0,0.0,7.0,0,0,0.0,0.0,85.54,0.084,0.024,0.06,0.451,0.53,0,35,36,0,51,32,0.0,0.493,0.507,,68.63,112.5,death,3.5,10.67,10.38,0.846,Gujarat,2023,7.625,7.5,6,9,7,lower_order,tailender,True,2,batting_tailender_cluster_2,tailender,100.0
Henan Nazir,58,4,67,3,0,3,14.5,31,2,0.25,0,0.0,14.34,1,0,0.25,0.0,86.57,0.045,0.0,0.045,0.207,0.343,2,45,11,4,51,12,0.034,0.776,0.19,50.0,88.24,91.67,death,18.33,3.0,16.75,0.529,Jammu & Kashmir,2023,4.0,3.0,3,7,3,top_order,middle_order,True,1,batting_tailender_cluster_1,tailender,0.0
Heramb Parab,37,4,20,2,3,2,9.25,22,0,0.5,1,0.25,9.64,0,0,0.0,0.0,185.0,0.25,0.15,0.1,0.703,0.25,4,7,26,1,3,16,0.108,0.189,0.703,400.0,233.33,162.5,powerplay,,9.25,5.0,0.333,Goa,2019,8.25,9.5,4,10,10,tailender,tailender,True,0,batting_aggressive_opener_cluster_0,aggressive_opener,0.0
Het Patel,153,8,167,13,2,5,19.12,45,2,0.375,0,0.0,17.34,2,0,0.25,0.0,91.62,0.09,0.012,0.078,0.418,0.401,20,85,48,21,113,33,0.131,0.556,0.314,95.24,75.22,145.45,death,24.8,9.67,20.88,1.0,Gujarat,2022,4.5,4.0,4,7,4,top_order,middle_order,True,1,batting_tailender_cluster_1,tailender,0.0
Himalay Agarwal,218,16,226,12,7,16,13.62,34,0,0.0,4,0.25,12.08,1,0,0.062,0.0,96.46,0.084,0.031,0.053,0.413,0.412,29,145,44,37,157,32,0.133,0.665,0.202,78.38,92.36,137.5,death,8.71,17.44,14.12,1.0,Hyderabad (India),2021,4.375,4.0,2,7,4,top_order,middle_order,True,1,batting_tailender_cluster_1,tailender,0.0
Himalaya Barad,115,8,109,14,1,7,14.38,38,2,0.125,0,0.0,13.04,1,0,0.125,0.0,105.5,0.138,0.009,0.128,0.539,0.477,85,17,13,69,22,18,0.739,0.148,0.113,123.19,77.27,72.22,powerplay,18.17,3.0,13.62,0.954,Saurashtra,2021,3.0,1.0,1,7,1,opener,aggressive_opener,True,1,batting_tailender_cluster_1,tailender,0.0
Himanshu Bisht,54,8,55,5,1,6,6.75,15,0,0.25,1,0.125,5.2,0,0,0.0,0.0,98.18,0.109,0.018,0.091,0.481,0.455,0,14,40,0,16,39,0.0,0.259,0.741,,87.5,102.56,death,10.0,6.29,6.88,0.729,Uttarakhand,2020,7.6,7.5,7,9,7,lower_order,tailender,True,2,batting_tailender_cluster_2,tailender,100.0
Himanshu Chawla,67,4,40,7,3,4,16.75,54,1,0.0,0,0.0,24.96,1,1,0.25,0.25,167.5,0.25,0.075,0.175,0.687,0.3,22,40,5,8,27,5,0.328,0.597,0.075,275.0,148.15,100.0,powerplay,7.0,20.0,10.0,0.417,Punjab,2015,5.5,6.0,3,7,6,middle_order,middle_order,True,0,batting_aggressive_opener_cluster_0,aggressive_opener,0.0
Himanshu Rana,808,32,658,93,19,30,25.25,87,0,0.062,1,0.031,24.3,9,7,0.281,0.219,122.8,0.17,0.029,0.141,0.601,0.409,320,398,90,275,337,46,0.396,0.493,0.111,116.36,118.1,195.65,death,28.0,22.13,20.56,1.0,Haryana,2023,2.90625,3.0,1,5,3,top_order,top_order_anchor,True,0,batting_aggressive_opener_cluster_0,aggressive_opener,0.0
Himanshu Sangwan,10,4,8,0,1,2,2.5,8,0,0.5,1,0.25,3.7,0,0,0.0,0.0,125.0,0.125,0.125,0.0,0.6,0.5,0,1,9,0,3,5,0.0,0.1,0.9,,33.33,180.0,death,8.0,0.67,2.0,0.283,Railways,2021,10.0,10.0,9,11,10,tailender,tailender,True,2,batting_tailender_cluster_2,tailender,100.0
Himmat Singh,599,33,472,48,26,22,18.15,53,0,0.333,3,0.091,14.73,5,3,0.152,0.091,126.91,0.157,0.055,0.102,0.581,0.358,85,296,218,63,275,134,0.142,0.494,0.364,134.92,107.64,162.69,death,23.28,12.0,14.3,1.0,Delhi,2024,4.636363636363637,5.0,1,8,5,middle_order,finisher,True,1,batting_tailender_cluster_1,tailender,0.0
Hiten Dalal,516,23,363,50,32,21,22.43,81,0,0.087,3,0.13,22.38,7,3,0.304,0.13,142.15,0.226,0.088,0.138,0.76,0.46,315,201,0,245,118,0,0.61,0.39,0.0,128.57,170.34,,middle,25.73,16.25,15.78,1.0,Delhi,2022,1.8695652173913044,2.0,1,2,2,opener,aggressive_opener,True,0,batting_aggressive_opener_cluster_0,aggressive_opener,100.0
Hiten Mehra,14,3,18,0,1,3,4.67,10,2,0.0,0,0.0,4.62,0,0,0.0,0.0,77.78,0.056,0.056,0.0,0.429,0.5,0,14,0,0,18,0,0.0,1.0,0.0,,77.78,,middle,2.0,10.0,6.0,0.262,Gujarat,2018,5.666666666666667,6.0,4,7,4,top_order,middle_order,True,1,batting_tailender_cluster_1,tailender,0.0
Hokaito Zhimomi,119,15,155,8,3,11,7.93,25,0,0.267,2,0.133,7.8,0,0,0.0,0.0,76.77,0.071,0.019,0.052,0.42,0.535,1,35,83,3,86,66,0.008,0.294,0.697,33.33,40.7,125.76,death,13.67,6.5,10.33,1.0,Nagaland,2023,5.6,5.0,4,8,5,middle_order,middle_order,True,2,batting_tailender_cluster_2,tailender,0.0
Homendro Kabrambam,53,10,80,1,3,8,5.3,18,1,0.2,0,0.0,5.4,0,0,0.0,0.0,66.25,0.05,0.038,0.012,0.415,0.612,5,13,35,9,28,43,0.094,0.245,0.66,55.56,46.43,81.4,death,,5.3,8.0,0.833,Manipur,2021,7.363636363636363,8.0,4,9,8,lower_order,tailender,True,2,batting_tailender_cluster_2,tailender,100.0
Hrishikesh Tamuli,21,3,33,0,0,2,7.0,11,5,0.333,0,0.0,3.46,0,0,0.0,0.0,63.64,0.0,0.0,0.0,0.0,0.424,5,5,11,10,13,10,0.238,0.238,0.524,50.0,38.46,110.0,death,,7.0,11.0,0.325,Assam,2019,5.0,6.0,2,7,2,opener,anchor_opener,True,2,batting_tailender_cluster_2,tailender,0.0
