player,total_runs,total_matches,total_balls_faced,total_fours,total_sixes,total_dismissed,avg_runs,highest_score,lowest_score,not_out_rate,duck_count,duck_rate,consistency_score,innings_above_30,innings_above_50,innings_above_30_pct,innings_above_50_pct,strike_rate,boundary_rate,six_rate,four_rate,boundary_runs_pct,dot_ball_rate,pp_runs,mid_runs,death_runs,pp_balls_faced,mid_balls_faced,death_balls_faced,pp_runs_pct,mid_runs_pct,death_runs_pct,pp_strike_rate,mid_strike_rate,death_strike_rate,dominant_phase,avg_runs_in_wins,avg_runs_in_losses,balls_faced_per_match,sample_reliability_score,team,season_start_year,avg_position,median_position,highest_position,lowest_position,typical_position,position_role,batting_role,eligible_for_model
PD Salt,1195,39,683,134,64,36,30.64,89,0,0.077,4,0.103,27.52,18,11,0.462,0.282,174.96,0.29,0.094,0.196,0.77,0.365,804,356,35,466,198,19,0.673,0.298,0.029,172.53,179.8,184.21,death,33.07,25.17,17.51,1.0,Royal Challengers Bengaluru,2026,1.3333333333333333,1.0,1,4,1,opener,aggressive_opener,True
PHKD Mendis,92,5,69,7,2,4,18.4,32,0,0.2,1,0.2,16.47,2,0,0.4,0.0,133.33,0.13,0.029,0.101,0.435,0.319,5,61,26,9,35,25,0.054,0.663,0.283,55.56,174.29,104.0,middle,32.0,9.33,13.8,0.6,Sunrisers Hyderabad,2025,6.0,6.0,5,7,5,middle_order,middle_order,True
PJ Cummins,612,48,402,39,41,30,12.75,66,0,0.375,4,0.083,15.28,7,3,0.146,0.062,152.24,0.199,0.102,0.097,0.657,0.383,0,161,451,1,130,271,0.0,0.263,0.737,0.0,123.85,166.42,death,12.43,12.88,8.38,1.0,Kolkata Knight Riders,2025,7.96,8.0,7,9,8,lower_order,lower_order_hitter,True
PJ Sangwan,26,14,44,1,0,8,1.86,6,0,0.429,4,0.286,2.07,0,0,0.0,0.0,59.09,0.023,0.0,0.023,0.154,0.545,0,4,22,0,9,35,0.0,0.154,0.846,,44.44,62.86,death,,1.86,3.14,0.683,Delhi Daredevils,2022,8.733333333333333,9.0,8,10,9,tailender,tailender,True
PK Garg,273,19,241,16,9,18,14.37,51,0,0.053,2,0.105,13.56,2,1,0.105,0.053,113.28,0.104,0.037,0.066,0.432,0.365,51,157,65,51,150,40,0.187,0.575,0.238,100.0,104.67,162.5,death,17.86,12.33,12.68,1.0,Sunrisers Hyderabad,2023,4.157894736842105,4.0,1,7,5,middle_order,finisher,True
PM Sarvesh Kumar,1,1,2,0,0,0,1.0,1,1,1.0,0,0.0,0.0,0,0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.5,0,0,1,0,0,2,0.0,0.0,1.0,,,50.0,death,,1.0,2.0,0.071,Deccan Chargers,2007,11.0,11.0,11,11,11,tailender,tailender,False
PN Mankad,97,5,73,13,2,3,19.4,64,0,0.4,1,0.2,27.0,1,1,0.2,0.2,132.88,0.205,0.027,0.178,0.66,0.411,45,34,18,38,24,11,0.464,0.351,0.186,118.42,141.67,163.64,death,23.5,3.0,14.6,0.617,Lucknow Super Giants,2023,4.333333333333333,3.0,2,8,3,top_order,middle_order,True
PP Chawla,624,88,563,56,20,56,7.09,24,0,0.364,16,0.182,6.61,0,0,0.0,0.0,110.83,0.135,0.036,0.099,0.551,0.437,15,156,453,13,177,373,0.024,0.25,0.726,115.38,88.14,121.45,death,8.19,6.63,6.4,1.0,Kings XI Punjab,2024,8.0,8.0,3,10,8,lower_order,tailender,True
PP Ojha,16,20,45,0,0,12,0.8,3,0,0.4,6,0.3,0.83,0,0,0.0,0.0,35.56,0.0,0.0,0.0,0.0,0.667,0,0,16,0,2,43,0.0,0.0,1.0,,0.0,37.21,death,1.0,0.75,2.25,0.688,Deccan Chargers,2014,10.347826086956522,10.0,9,11,10,tailender,tailender,True
PP Shaw,1892,79,1283,238,61,79,23.95,99,0,0.0,7,0.089,23.24,25,14,0.316,0.177,147.47,0.233,0.048,0.186,0.697,0.377,1347,515,30,919,343,21,0.712,0.272,0.016,146.57,150.15,142.86,middle,28.08,19.92,16.24,1.0,Delhi Capitals,2024,1.1,1.0,1,3,1,opener,aggressive_opener,True
PR Shah,92,9,91,9,2,8,10.22,29,0,0.111,1,0.111,9.2,0,0,0.0,0.0,101.1,0.121,0.022,0.099,0.522,0.484,30,35,27,31,39,21,0.326,0.38,0.293,96.77,89.74,128.57,death,10.0,10.25,10.11,0.879,Mumbai Indians,2011,6.4,7.0,3,9,7,lower_order,tailender,True
PR Veer,49,2,36,7,1,1,24.5,43,6,0.5,0,0.0,26.16,1,0,0.5,0.0,136.11,0.222,0.028,0.194,0.694,0.361,0,43,6,0,28,8,0.0,0.878,0.122,,153.57,75.0,middle,,24.5,18.0,0.275,Chennai Super Kings,2026,7.0,7.0,7,7,7,lower_order,tailender,False
PSP Handscomb,6,1,12,0,0,1,6.0,6,6,0.0,0,0.0,0.0,0,0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.5,0,6,0,0,12,0,0.0,1.0,0.0,,50.0,,middle,,6.0,12.0,0.112,Rising Pune Supergiants,2016,4.0,4.0,4,4,4,top_order,middle_order,False
PV Tambe,18,6,39,1,0,2,3.0,7,1,0.667,0,0.0,2.1,0,0,0.0,0.0,46.15,0.026,0.0,0.026,0.222,0.615,0,6,12,0,9,30,0.0,0.333,0.667,,66.67,40.0,middle,,3.0,6.5,0.538,Rajasthan Royals,2016,10.666666666666666,11.0,10,11,11,tailender,tailender,True
PVD Chameera,53,10,42,3,3,4,5.3,17,0,0.6,2,0.2,6.4,0,0,0.0,0.0,126.19,0.143,0.071,0.071,0.566,0.381,0,1,52,0,1,41,0.0,0.019,0.981,,100.0,126.83,death,8.5,4.5,4.2,0.675,Lucknow Super Giants,2025,8.818181818181818,9.0,8,10,8,lower_order,tailender,True
PVSN Raju,1,1,1,0,0,0,1.0,1,1,1.0,0,0.0,0.0,0,0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0.0,0.0,1.0,,,100.0,death,,1.0,1.0,0.067,Mumbai Indians,2025,11.0,11.0,11,11,11,tailender,tailender,False
PWA Mulder,9,1,11,1,0,1,9.0,9,9,0.0,0,0.0,0.0,0,0,0.0,0.0,81.82,0.091,0.0,0.091,0.444,0.455,0,0,9,0,2,9,0.0,0.0,1.0,,0.0,100.0,death,,9.0,11.0,0.108,Sunrisers Hyderabad,2025,9.0,9.0,9,9,9,tailender,tailender,False
PWH de Silva,81,19,88,7,1,15,4.26,18,0,0.211,5,0.263,4.81,0,0,0.0,0.0,92.05,0.091,0.011,0.08,0.42,0.466,0,25,56,0,35,53,0.0,0.309,0.691,,71.43,105.66,death,4.4,4.21,4.63,0.867,Royal Challengers Bangalore,2025,7.684210526315789,8.0,5,9,8,lower_order,tailender,True
Pankaj Singh,7,5,12,0,0,2,1.4,4,0,0.6,1,0.2,1.52,0,0,0.0,0.0,58.33,0.0,0.0,0.0,0.0,0.5,0,0,7,0,0,12,0.0,0.0,1.0,,,58.33,death,4.0,0.75,2.4,0.362,Royal Challengers Bangalore,2009,9.4,9.0,9,10,9,tailender,tailender,True
Parvez Rasool,17,4,20,1,0,2,4.25,10,1,0.5,0,0.0,4.03,0,0,0.0,0.0,85.0,0.05,0.0,0.05,0.235,0.35,0,0,17,0,0,20,0.0,0.0,1.0,,,85.0,death,,4.25,5.0,0.333,Pune Warriors,2016,8.4,8.0,7,10,8,lower_order,tailender,False
Prince Yadav,5,2,10,0,0,0,2.5,4,1,1.0,0,0.0,2.12,0,0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.5,0,0,5,0,0,10,0.0,0.0,1.0,,,50.0,death,,2.5,5.0,0.167,Lucknow Super Giants,2025,9.5,9.5,9,10,9,tailender,tailender,False
Priyansh Arya,663,22,347,70,42,22,30.14,103,0,0.0,1,0.045,27.29,8,5,0.364,0.227,191.07,0.323,0.121,0.202,0.802,0.357,496,167,0,264,83,0,0.748,0.252,0.0,187.88,201.2,,middle,30.64,29.25,15.77,1.0,Punjab Kings,2026,1.0,1.0,1,1,1,opener,aggressive_opener,True
Q de Kock,3424,116,2532,333,141,109,29.52,140,0,0.06,4,0.034,27.85,43,27,0.371,0.233,135.23,0.187,0.056,0.132,0.636,0.383,1946,1238,240,1491,924,117,0.568,0.362,0.07,130.52,133.98,205.13,death,32.67,26.14,21.83,1.0,Mumbai Indians,2026,1.393162393162393,1.0,1,2,1,opener,aggressive_opener,True
R Ashwin,833,94,705,64,29,64,8.86,50,0,0.319,12,0.128,10.32,5,1,0.053,0.011,118.16,0.132,0.041,0.091,0.516,0.365,78,279,476,73,276,356,0.094,0.335,0.571,106.85,101.09,133.71,death,10.48,7.98,7.5,1.0,Chennai Super Kings,2025,7.173469387755102,8.0,2,10,8,lower_order,tailender,True
R Bhatia,342,47,284,24,13,30,7.28,26,0,0.362,3,0.064,6.96,0,0,0.0,0.0,120.42,0.13,0.046,0.085,0.509,0.366,0,91,251,0,112,172,0.0,0.266,0.734,,81.25,145.93,death,6.36,7.56,6.04,1.0,Kolkata Knight Riders,2017,7.489795918367347,7.0,4,10,7,lower_order,tailender,True
R Bishnoi,19,3,17,1,2,3,6.33,18,0,0.0,1,0.333,10.12,0,0,0.0,0.0,111.76,0.176,0.118,0.059,0.842,0.647,18,0,1,14,1,2,0.947,0.0,0.053,128.57,0.0,50.0,powerplay,18.0,0.5,5.67,0.258,Royal Challengers Bangalore,2009,6.0,7.0,3,8,3,top_order,middle_order,False
R Dhawan,210,22,187,18,7,11,9.55,25,0,0.5,1,0.045,7.81,0,0,0.0,0.0,112.3,0.134,0.037,0.096,0.543,0.449,0,42,168,0,55,132,0.0,0.2,0.8,,76.36,127.27,death,8.88,9.93,8.5,1.0,Kings XI Punjab,2023,7.666666666666667,8.0,6,9,8,lower_order,tailender,True
R Dravid,2174,82,1882,269,28,77,26.51,75,0,0.061,3,0.037,19.52,32,11,0.39,0.134,115.52,0.158,0.015,0.143,0.572,0.416,905,1069,200,832,931,119,0.416,0.492,0.092,108.77,114.82,168.07,death,29.51,24.04,22.95,1.0,Rajasthan Royals,2013,2.841463414634146,2.0,1,8,1,opener,anchor_opener,True
R McLaren,159,13,171,14,1,8,12.23,51,0,0.385,1,0.077,16.89,2,1,0.154,0.077,92.98,0.088,0.006,0.082,0.39,0.404,12,78,69,18,95,58,0.075,0.491,0.434,66.67,82.11,118.97,death,13.4,11.5,13.15,1.0,Mumbai Indians,2013,6.923076923076923,7.0,1,9,7,lower_order,tailender,True
R Minz,6,2,15,0,0,2,3.0,3,3,0.0,0,0.0,0.0,0,0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.667,0,6,0,0,15,0,0.0,1.0,0.0,,40.0,,middle,,3.0,7.5,0.188,Mumbai Indians,2025,5.5,5.5,5,6,5,middle_order,middle_order,False
R Ninan,3,1,6,0,0,1,3.0,3,3,0.0,0,0.0,0.0,0,0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.5,0,0,3,0,0,6,0.0,0.0,1.0,,,50.0,death,,3.0,6.0,0.088,Royal Challengers Bangalore,2011,10.0,10.0,10,10,10,tailender,tailender,False
R Parag,1619,77,1142,115,91,65,21.03,95,0,0.156,3,0.039,21.05,20,7,0.26,0.091,141.77,0.18,0.08,0.101,0.621,0.346,143,919,557,105,691,346,0.088,0.568,0.344,136.19,133.0,160.98,death,21.25,20.83,14.83,1.0,Rajasthan Royals,2026,5.0256410256410255,5.0,2,7,4,top_order,top_order_aggressor,True
R Powell,435,25,295,27,32,20,17.4,67,0,0.2,2,0.08,17.55,7,1,0.28,0.04,147.46,0.2,0.108,0.092,0.69,0.4,0,147,288,0,143,152,0.0,0.338,0.662,,102.8,189.47,death,18.67,16.69,11.8,1.0,Delhi Capitals,2026,6.2,6.0,3,8,6,middle_order,finisher,True
R Rampaul,51,7,50,3,2,5,7.29,23,0,0.286,3,0.429,8.94,0,0,0.0,0.0,102.0,0.1,0.04,0.06,0.471,0.48,0,15,36,0,16,34,0.0,0.294,0.706,,93.75,105.88,death,0.0,8.5,7.14,0.646,Royal Challengers Bangalore,2014,7.571428571428571,8.0,6,9,6,middle_order,middle_order,True
R Ravindra,413,18,287,40,16,17,22.94,65,0,0.056,2,0.111,21.55,7,2,0.389,0.111,143.9,0.195,0.056,0.139,0.62,0.334,275,114,24,200,78,9,0.666,0.276,0.058,137.5,146.15,266.67,death,35.43,15.0,15.94,1.0,Chennai Super Kings,2025,1.5,1.5,1,2,1,opener,aggressive_opener,True
R Sai Kishore,18,4,16,0,2,4,4.5,13,1,0.0,0,0.0,5.74,0,0,0.0,0.0,112.5,0.125,0.125,0.0,0.667,0.5,0,0,18,0,0,16,0.0,0.0,1.0,,,112.5,death,1.0,5.67,4.0,0.317,Gujarat Titans,2025,9.4,9.0,9,10,9,tailender,tailender,False
R Sanjay Yadav,0,1,2,0,0,1,0.0,0,0,0.0,1,1.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0,0,0,0,0,2,,,,,,0.0,unknown,,0.0,2.0,0.071,Mumbai Indians,2022,8.0,8.0,8,8,8,lower_order,tailender,False
R Sathish,270,24,231,22,6,17,11.25,27,0,0.292,2,0.083,8.42,0,0,0.0,0.0,116.88,0.121,0.026,0.095,0.459,0.377,0,106,164,7,106,118,0.0,0.393,0.607,0.0,100.0,138.98,death,11.27,11.23,9.62,1.0,Mumbai Indians,2016,6.12,6.0,1,8,7,lower_order,tailender,True
R Sharma,66,20,75,5,3,14,3.3,14,0,0.3,8,0.4,5.02,0,0,0.0,0.0,88.0,0.107,0.04,0.067,0.576,0.613,0,1,65,0,2,73,0.0,0.015,0.985,,50.0,89.04,death,6.0,2.62,3.75,0.812,Pune Warriors,2013,9.3,9.0,8,11,10,tailender,tailender,True
R Shepherd,223,15,108,15,19,8,14.87,53,0,0.467,2,0.133,15.88,2,1,0.133,0.067,206.48,0.315,0.176,0.139,0.78,0.296,0,56,167,0,37,71,0.0,0.251,0.749,,151.35,235.21,death,18.0,12.12,7.2,0.95,Royal Challengers Bengaluru,2026,7.0,7.0,6,8,7,lower_order,lower_order_hitter,True
R Shukla,19,4,23,2,0,1,4.75,14,1,0.75,0,0.0,6.18,0,0,0.0,0.0,82.61,0.087,0.0,0.087,0.421,0.435,0,1,18,0,1,22,0.0,0.053,0.947,,100.0,81.82,middle,1.0,6.0,5.75,0.346,Delhi Daredevils,2014,8.75,8.5,8,10,8,lower_order,tailender,False
R Tewatia,1146,81,836,93,55,49,14.15,53,0,0.395,3,0.037,12.82,12,1,0.148,0.012,137.08,0.177,0.066,0.111,0.613,0.358,6,324,816,7,336,493,0.005,0.283,0.712,85.71,96.43,165.52,death,16.06,12.77,10.32,1.0,Gujarat Titans,2026,6.308641975308642,6.0,4,8,6,middle_order,finisher,True
R Vinay Kumar,310,43,274,21,9,28,7.21,26,0,0.349,4,0.093,7.29,0,0,0.0,0.0,113.14,0.109,0.033,0.077,0.445,0.376,0,48,262,0,48,226,0.0,0.155,0.845,,100.0,115.93,death,6.62,7.34,6.37,1.0,Royal Challengers Bangalore,2018,8.521739130434783,8.0,7,10,8,lower_order,tailender,True
RA Bawa,19,3,18,1,0,2,6.33,11,0,0.333,1,0.333,5.69,0,0,0.0,0.0,105.56,0.056,0.0,0.056,0.211,0.389,0,11,8,1,13,4,0.0,0.579,0.421,0.0,84.62,200.0,death,0.0,9.5,6.0,0.262,Punjab Kings,2025,5.666666666666667,5.0,5,7,5,middle_order,middle_order,False
RA Jadeja,3336,197,2566,247,117,118,16.93,77,0,0.401,9,0.046,13.33,29,5,0.147,0.025,130.01,0.142,0.046,0.096,0.507,0.314,121,1384,1831,96,1250,1220,0.036,0.415,0.549,126.04,110.72,150.08,death,14.26,19.33,13.03,1.0,Chennai Super Kings,2026,5.885572139303482,6.0,3,8,6,middle_order,finisher,True
RA Tripathi,2291,98,1662,229,85,88,23.38,93,0,0.102,4,0.041,21.63,32,12,0.327,0.122,137.85,0.189,0.051,0.138,0.622,0.363,1013,1059,219,726,785,151,0.442,0.462,0.096,139.53,134.9,145.03,death,30.69,17.89,16.96,1.0,Sunrisers Hyderabad,2025,3.173469387755102,3.0,1,8,3,top_order,middle_order,True
RD Chahar,129,23,124,13,5,16,5.61,25,0,0.304,8,0.348,7.35,0,0,0.0,0.0,104.03,0.145,0.04,0.105,0.636,0.54,0,4,125,0,16,108,0.0,0.031,0.969,,25.0,115.74,death,5.5,5.65,5.39,1.0,Punjab Kings,2024,9.041666666666666,9.0,8,10,9,tailender,tailender,True
RD Gaikwad,2565,75,1880,236,96,67,34.2,108,0,0.107,7,0.093,30.27,38,22,0.507,0.293,136.44,0.177,0.051,0.126,0.593,0.345,1245,1057,263,982,747,151,0.485,0.412,0.103,126.78,141.5,174.17,death,44.45,23.68,25.07,1.0,Chennai Super Kings,2026,1.5466666666666666,1.0,1,5,1,opener,aggressive_opener,True
RD Rickelton,525,19,345,56,29,18,27.63,81,2,0.053,0,0.0,23.32,7,4,0.368,0.211,152.17,0.246,0.084,0.162,0.758,0.426,380,144,1,249,94,2,0.724,0.274,0.002,152.61,153.19,50.0,middle,43.78,13.1,18.16,1.0,Mumbai Indians,2026,1.3157894736842106,1.0,1,2,1,opener,aggressive_opener,True
RE Levi,83,6,73,10,4,6,13.83,50,0,0.0,2,0.333,20.99,1,1,0.167,0.167,113.7,0.192,0.055,0.137,0.771,0.548,62,21,0,57,16,0,0.747,0.253,0.0,108.77,131.25,,middle,20.5,0.5,12.17,0.679,Mumbai Indians,2012,1.1666666666666667,1.0,1,2,1,opener,anchor_opener,True
RE van der Merwe,159,15,141,11,8,11,10.6,35,1,0.267,0,0.0,11.2,2,0,0.133,0.0,112.77,0.135,0.057,0.078,0.579,0.447,36,70,53,37,58,46,0.226,0.44,0.333,97.3,120.69,115.22,middle,12.33,9.44,9.4,1.0,Royal Challengers Bangalore,2013,6.266666666666667,7.0,3,8,8,lower_order,tailender,True
RG More,2,1,2,0,0,0,2.0,2,2,1.0,0,0.0,0.0,0,0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0,0,2,0,0,2,0.0,0.0,1.0,,,100.0,death,,2.0,2.0,0.071,Chennai Super Kings,2015,11.0,11.0,11,11,11,tailender,tailender,False
RG Sharma,7185,271,5420,653,311,241,26.51,109,0,0.111,18,0.066,24.18,100,50,0.369,0.185,132.56,0.178,0.057,0.12,0.623,0.377,2481,3177,1527,1969,2608,843,0.345,0.442,0.213,126.0,121.82,181.14,death,31.1,21.61,20.0,1.0,Mumbai Indians,2026,2.7773722627737225,3.0,1,6,4,top_order,top_order_anchor,True
RJ Gleeson,2,1,2,0,0,0,2.0,2,2,1.0,0,0.0,0.0,0,0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.5,0,0,2,0,0,2,0.0,0.0,1.0,,,100.0,death,2.0,,2.0,0.071,Chennai Super Kings,2024,11.0,11.0,11,11,11,tailender,tailender,False
RJ Harris,117,21,112,6,3,12,5.57,17,0,0.429,2,0.095,5.63,0,0,0.0,0.0,104.46,0.08,0.027,0.054,0.359,0.411,0,20,97,0,25,87,0.0,0.171,0.829,,80.0,111.49,death,7.0,5.12,5.33,0.967,Kings XI Punjab,2013,8.238095238095237,8.0,7,9,8,lower_order,tailender,True
RJ Peterson,32,5,30,3,1,3,6.4,16,0,0.4,1,0.2,7.5,0,0,0.0,0.0,106.67,0.133,0.033,0.1,0.562,0.433,0,13,19,0,14,16,0.0,0.406,0.594,,92.86,118.75,death,7.5,2.0,6.0,0.438,Mumbai Indians,2012,6.6,7.0,4,8,7,lower_order,tailender,True
RJ Quiney,103,7,102,12,3,7,14.71,51,1,0.0,0,0.0,18.29,1,1,0.143,0.143,100.98,0.147,0.029,0.118,0.641,0.529,65,37,1,71,28,3,0.631,0.359,0.01,91.55,132.14,33.33,middle,27.5,9.6,14.57,0.862,Rajasthan Royals,2009,1.7142857142857142,1.0,1,3,1,opener,anchor_opener,True
RJW Topley,3,1,6,0,0,0,3.0,3,3,1.0,0,0.0,0.0,0,0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.5,0,0,3,0,0,6,0.0,0.0,1.0,,,50.0,death,,3.0,6.0,0.088,Royal Challengers Bengaluru,2024,10.0,10.0,10,10,10,tailender,tailender,False
RK Bhui,10,4,26,0,0,4,2.5,7,0,0.0,2,0.5,3.32,0,0,0.0,0.0,38.46,0.0,0.0,0.0,0.0,0.692,0,10,0,7,18,1,0.0,1.0,0.0,0.0,55.56,0.0,middle,,2.5,6.5,0.358,Delhi Capitals,2024,3.25,3.5,1,5,1,opener,anchor_opener,False
RK Singh,1177,55,822,95,57,39,21.4,67,2,0.291,0,0.0,16.41,16,4,0.291,0.073,143.19,0.185,0.069,0.116,0.613,0.332,36,508,633,27,456,339,0.031,0.432,0.538,133.33,111.4,186.73,death,24.39,19.25,14.95,1.0,Kolkata Knight Riders,2026,5.818181818181818,6.0,3,8,6,middle_order,finisher,True
RM Patidar,1333,43,824,88,89,40,31.0,112,0,0.07,1,0.023,22.95,20,12,0.465,0.279,161.77,0.215,0.108,0.107,0.665,0.301,210,945,178,179,554,91,0.158,0.709,0.134,117.32,170.58,195.6,death,32.0,29.47,19.16,1.0,Royal Challengers Bengaluru,2026,3.697674418604651,4.0,3,5,4,top_order,top_order_anchor,True
RN ten Doeschate,326,21,235,26,15,14,15.52,70,0,0.333,3,0.143,17.57,4,1,0.19,0.048,138.72,0.174,0.064,0.111,0.595,0.328,6,108,212,7,88,140,0.018,0.331,0.65,85.71,122.73,151.43,death,10.31,24.0,11.19,1.0,Kolkata Knight Riders,2015,5.909090909090909,6.0,4,8,6,middle_order,finisher,True
RP Meredith,0,2,3,0,0,0,0.0,0,0,1.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0,0,0,0,0,3,,,,,,0.0,unknown,,0.0,1.5,0.138,Mumbai Indians,2023,10.666666666666666,11.0,10,11,11,tailender,tailender,False
RP Singh,52,29,76,2,1,15,1.79,10,0,0.483,5,0.172,2.14,0,0,0.0,0.0,68.42,0.039,0.013,0.026,0.269,0.513,0,2,50,0,6,70,0.0,0.038,0.962,,33.33,71.43,death,3.0,1.65,2.62,0.817,Deccan Chargers,2012,9.6,10.0,8,11,10,tailender,tailender,True
RR Bhatkal,0,1,2,0,0,1,0.0,0,0,0.0,1,1.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0,0,0,0,0,2,,,,,,0.0,unknown,,0.0,2.0,0.071,Royal Challengers Bangalore,2012,6.0,6.0,6,6,6,middle_order,middle_order,False
RR Pant,3670,128,2502,334,171,108,28.67,128,0,0.156,6,0.047,25.39,53,22,0.414,0.172,146.68,0.202,0.068,0.133,0.644,0.341,470,2165,1035,390,1596,516,0.128,0.59,0.282,120.51,135.65,200.58,death,29.07,28.33,19.55,1.0,Delhi Capitals,2026,4.0458015267175576,4.0,1,8,4,top_order,top_order_anchor,True
RR Powar,67,9,64,6,1,3,7.44,28,0,0.667,1,0.111,8.34,0,0,0.0,0.0,104.69,0.109,0.016,0.094,0.448,0.422,0,0,67,0,4,60,0.0,0.0,1.0,,0.0,111.67,death,6.5,7.71,7.11,0.767,Kings XI Punjab,2011,9.1,9.0,8,10,9,tailender,tailender,True
RR Raje,20,5,18,1,1,1,4.0,11,1,0.8,0,0.0,4.47,0,0,0.0,0.0,111.11,0.111,0.056,0.056,0.5,0.333,0,0,20,0,0,18,0.0,0.0,1.0,,,111.11,death,3.5,4.33,3.6,0.388,Mumbai Indians,2009,9.0,9.0,9,9,9,tailender,tailender,True
RR Rossouw,473,22,308,45,25,20,21.5,82,0,0.091,4,0.182,22.22,7,2,0.318,0.091,153.57,0.227,0.081,0.146,0.698,0.377,139,252,82,99,170,39,0.294,0.533,0.173,140.4,148.24,210.26,death,32.86,16.2,14.0,1.0,Delhi Capitals,2024,3.6818181818181817,3.5,1,6,3,top_order,top_order_aggressor,True
RR Sarwan,73,4,75,6,1,4,18.25,31,7,0.0,0,0.0,10.05,1,0,0.25,0.0,97.33,0.093,0.013,0.08,0.411,0.413,45,28,0,40,35,0,0.616,0.384,0.0,112.5,80.0,,powerplay,17.67,20.0,18.75,0.562,Kings XI Punjab,2007,3.5,3.5,2,5,2,opener,anchor_opener,False
RS Bopara,531,22,453,39,16,18,24.14,84,0,0.182,2,0.091,23.78,6,3,0.273,0.136,117.22,0.121,0.035,0.086,0.475,0.353,130,222,179,144,205,104,0.245,0.418,0.337,90.28,108.29,172.12,death,19.57,26.27,20.59,1.0,Kings XI Punjab,2015,2.772727272727273,1.0,1,6,1,opener,anchor_opener,True
RS Gavaskar,2,1,8,0,0,1,2.0,2,2,0.0,0,0.0,0.0,0,0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.75,0,2,0,0,8,0,0.0,1.0,0.0,,25.0,,middle,,2.0,8.0,0.096,Kolkata Knight Riders,2009,8.0,8.0,8,8,8,lower_order,tailender,False
RS Sodhi,4,1,2,1,0,0,4.0,4,4,1.0,0,0.0,0.0,0,0,0.0,0.0,200.0,0.5,0.0,0.5,1.0,0.5,0,0,4,0,0,2,0.0,0.0,1.0,,,200.0,death,4.0,,2.0,0.071,Kings XI Punjab,2009,6.0,6.0,6,6,6,middle_order,middle_order,False
RT Ponting,91,9,128,5,2,9,10.11,28,0,0.0,3,0.333,10.45,0,0,0.0,0.0,71.09,0.055,0.016,0.039,0.352,0.531,45,46,0,75,53,0,0.495,0.505,0.0,60.0,86.79,,middle,8.0,12.75,14.22,1.0,Mumbai Indians,2013,2.0,2.0,1,3,1,opener,anchor_opener,True
RV Gomez,50,9,51,5,1,5,5.56,26,0,0.444,3,0.333,8.43,0,0,0.0,0.0,98.04,0.118,0.02,0.098,0.52,0.49,0,0,50,1,6,44,0.0,0.0,1.0,0.0,0.0,113.64,death,5.0,5.83,5.67,0.712,Kochi Tuskers Kerala,2013,6.444444444444445,7.0,4,7,7,lower_order,tailender,True
RV Patel,80,7,73,6,2,5,11.43,23,5,0.286,0,0.0,6.7,0,0,0.0,0.0,109.59,0.11,0.027,0.082,0.45,0.356,0,28,52,0,31,42,0.0,0.35,0.65,,90.32,123.81,death,15.33,8.5,10.43,0.742,Delhi Capitals,2023,6.714285714285714,6.0,5,8,6,middle_order,middle_order,True
RV Uthappa,4954,197,3801,481,182,180,25.15,88,0,0.086,8,0.041,21.16,72,27,0.365,0.137,130.33,0.174,0.048,0.127,0.609,0.387,2037,2350,567,1638,1837,326,0.411,0.474,0.114,124.36,127.93,173.93,death,29.25,21.77,19.29,1.0,Kolkata Knight Riders,2022,2.6717171717171717,3.0,1,8,1,opener,aggressive_opener,True
Rahmanullah Gurbaz,363,18,269,34,22,17,20.17,81,0,0.056,2,0.111,21.67,4,2,0.222,0.111,134.94,0.208,0.082,0.126,0.738,0.491,252,111,0,195,73,1,0.694,0.306,0.0,129.23,152.05,0.0,middle,23.44,16.89,14.94,1.0,Kolkata Knight Riders,2025,1.5,1.0,1,4,1,opener,aggressive_opener,True
Ramandeep Singh,266,23,173,14,18,13,11.57,35,0,0.435,1,0.043,10.54,2,0,0.087,0.0,153.76,0.185,0.104,0.081,0.617,0.312,2,109,155,3,88,82,0.008,0.41,0.583,66.67,123.86,189.02,death,16.86,9.25,7.52,1.0,Kolkata Knight Riders,2026,7.173913043478261,7.0,4,9,8,lower_order,lower_order_hitter,True
Rashid Khan,609,68,382,44,41,43,8.96,79,0,0.368,16,0.235,13.21,6,1,0.088,0.015,159.42,0.223,0.107,0.115,0.693,0.387,0,88,521,0,65,317,0.0,0.144,0.856,,135.38,164.35,death,8.75,9.07,5.62,1.0,Gujarat Titans,2026,7.614285714285714,8.0,5,8,8,lower_order,lower_order_hitter,True
