player,match_file,date,season,venue,team,opponent,winner,runs,balls_faced,fours,sixes,dismissed,pp_runs,pp_balls,mid_runs,mid_balls,death_runs,death_balls,dot_balls,season_start_year
Rishav Das,1333033.json,2022-10-22,2022/23,"Saurashtra Cricket Association Stadium, Rajkot",Assam,Madhya Pradesh,Assam,8,3,2,0,0,0,0,0,0,8,3,1,2022
Tanmay Agarwal,1205799.json,2019-11-14,2019/20,"GSSS, Sector 26",Hyderabad (India),Maharashtra,Maharashtra,28,22,5,0,1,19,16,9,6,0,0,9,2019
AT Rayudu,1205799.json,2019-11-14,2019/20,"GSSS, Sector 26",Hyderabad (India),Maharashtra,Maharashtra,16,12,1,1,1,16,12,0,0,0,0,4,2019
PA Reddy,1205799.json,2019-11-14,2019/20,"GSSS, Sector 26",Hyderabad (India),Maharashtra,Maharashtra,1,3,0,0,1,1,3,0,0,0,0,2,2019
Himalay Agarwal,1205799.json,2019-11-14,2019/20,"GSSS, Sector 26",Hyderabad (India),Maharashtra,Maharashtra,34,35,2,1,1,5,5,29,30,0,0,15,2019
Bavanaka Sandeep,1205799.json,2019-11-14,2019/20,"GSSS, Sector 26",Hyderabad (India),Maharashtra,Maharashtra,55,31,2,4,0,0,0,18,18,37,13,5,2019
J Mallikarjun,1205799.json,2019-11-14,2019/20,"GSSS, Sector 26",Hyderabad (India),Maharashtra,Maharashtra,13,9,1,1,1,0,0,0,0,13,9,4,2019
Yudhvir Singh,1205799.json,2019-11-14,2019/20,"GSSS, Sector 26",Hyderabad (India),Maharashtra,Maharashtra,7,3,0,1,1,0,0,0,0,7,3,1,2019
CV Milind,1205799.json,2019-11-14,2019/20,"GSSS, Sector 26",Hyderabad (India),Maharashtra,Maharashtra,9,5,1,0,0,0,0,0,0,9,5,0,2019
RD Gaikwad,1205799.json,2019-11-14,2019/20,"GSSS, Sector 26",Maharashtra,Hyderabad (India),Maharashtra,7,10,0,1,1,7,10,0,0,0,0,8,2019
RA Tripathi,1205799.json,2019-11-14,2019/20,"GSSS, Sector 26",Maharashtra,Hyderabad (India),Maharashtra,25,21,4,0,1,24,19,1,2,0,0,8,2019
KM Jadhav,1205799.json,2019-11-14,2019/20,"GSSS, Sector 26",Maharashtra,Hyderabad (India),Maharashtra,68,40,10,1,1,7,7,45,25,16,8,7,2019
Naushad Shaikh,1205799.json,2019-11-14,2019/20,"GSSS, Sector 26",Maharashtra,Hyderabad (India),Maharashtra,34,35,1,1,1,0,0,23,27,11,8,10,2019
NS Naik,1205799.json,2019-11-14,2019/20,"GSSS, Sector 26",Maharashtra,Hyderabad (India),Maharashtra,20,10,0,2,0,0,0,0,0,20,10,2,2019
Azim Kazi,1205799.json,2019-11-14,2019/20,"GSSS, Sector 26",Maharashtra,Hyderabad (India),Maharashtra,4,4,0,0,0,0,0,0,0,4,4,1,2019
H Desai,1205776.json,2019-11-12,2019/20,C B Patel Ground,Saurashtra,Delhi,Delhi,11,15,2,0,1,11,15,0,0,0,0,10,2019
Kishan Parmar M,1205776.json,2019-11-12,2019/20,C B Patel Ground,Saurashtra,Delhi,Delhi,18,12,2,1,1,18,12,0,0,0,0,5,2019
Dharmendrasinh Jadeja,1205776.json,2019-11-12,2019/20,C B Patel Ground,Saurashtra,Delhi,Delhi,14,8,3,0,1,12,6,2,2,0,0,4,2019
Samarth Vyas,1205776.json,2019-11-12,2019/20,C B Patel Ground,Saurashtra,Delhi,Delhi,5,8,1,0,1,0,3,5,5,0,0,6,2019
Arpit Vasavada,1205776.json,2019-11-12,2019/20,C B Patel Ground,Saurashtra,Delhi,Delhi,63,42,7,1,0,0,0,39,30,24,12,9,2019
SP Jackson,1205776.json,2019-11-12,2019/20,C B Patel Ground,Saurashtra,Delhi,Delhi,30,27,1,1,1,0,0,25,17,5,10,7,2019
PN Mankad,1205776.json,2019-11-12,2019/20,C B Patel Ground,Saurashtra,Delhi,Delhi,26,8,3,2,0,0,0,0,0,26,8,1,2019
Anuj Rawat,1205776.json,2019-11-12,2019/20,C B Patel Ground,Delhi,Saurashtra,Delhi,88,58,3,7,0,7,14,58,29,23,15,16,2019
Hiten Dalal,1205776.json,2019-11-12,2019/20,C B Patel Ground,Delhi,Saurashtra,Delhi,27,23,2,2,1,27,22,0,1,0,0,13,2019
DR Shorey,1205776.json,2019-11-12,2019/20,C B Patel Ground,Delhi,Saurashtra,Delhi,31,26,1,2,1,0,0,31,26,0,0,8,2019
N Rana,1205776.json,2019-11-12,2019/20,C B Patel Ground,Delhi,Saurashtra,Delhi,3,4,0,0,1,0,0,0,0,3,4,1,2019
Lalit Yadav,1205776.json,2019-11-12,2019/20,C B Patel Ground,Delhi,Saurashtra,Delhi,1,2,0,0,1,0,0,0,0,1,2,1,2019
Himmat Singh,1205776.json,2019-11-12,2019/20,C B Patel Ground,Delhi,Saurashtra,Delhi,14,8,2,0,0,0,0,0,0,14,8,0,2019
P Prafullomani,1383496.json,2023-10-21,2023/24,"JSCA International Stadium Complex, Ranchi",Manipur,Punjab,Punjab,5,8,1,0,1,5,8,0,0,0,0,6,2023
Al Bashid Muhammed,1383496.json,2023-10-21,2023/24,"JSCA International Stadium Complex, Ranchi",Manipur,Punjab,Punjab,6,13,1,0,1,6,13,0,0,0,0,10,2023
B Rahman,1383496.json,2023-10-21,2023/24,"JSCA International Stadium Complex, Ranchi",Manipur,Punjab,Punjab,12,11,1,1,1,7,7,5,4,0,0,7,2023
Kangabam Singh,1383496.json,2023-10-21,2023/24,"JSCA International Stadium Complex, Ranchi",Manipur,Punjab,Punjab,22,44,0,1,1,2,8,17,32,3,4,27,2023
Rex Rajkumar,1383496.json,2023-10-21,2023/24,"JSCA International Stadium Complex, Ranchi",Manipur,Punjab,Punjab,11,10,0,1,1,0,0,11,10,0,0,5,2023
BM Chingakham,1383496.json,2023-10-21,2023/24,"JSCA International Stadium Complex, Ranchi",Manipur,Punjab,Punjab,7,11,1,0,1,0,0,6,8,1,3,7,2023
Bikash Singh,1383496.json,2023-10-21,2023/24,"JSCA International Stadium Complex, Ranchi",Manipur,Punjab,Punjab,7,5,1,0,1,0,0,0,0,7,5,2,2023
L Kishan Singha,1383496.json,2023-10-21,2023/24,"JSCA International Stadium Complex, Ranchi",Manipur,Punjab,Punjab,11,11,1,0,0,0,0,0,0,11,11,4,2023
Sultan Karim,1383496.json,2023-10-21,2023/24,"JSCA International Stadium Complex, Ranchi",Manipur,Punjab,Punjab,5,6,0,0,1,0,0,0,0,5,6,2,2023
Bishworjit Konthoujam,1383496.json,2023-10-21,2023/24,"JSCA International Stadium Complex, Ranchi",Manipur,Punjab,Punjab,1,1,0,0,0,0,0,0,0,1,1,0,2023
Abhishek Sharma,1383496.json,2023-10-21,2023/24,"JSCA International Stadium Complex, Ranchi",Punjab,Manipur,Punjab,53,26,7,3,1,52,23,1,3,0,0,10,2023
P Simran Singh,1383496.json,2023-10-21,2023/24,"JSCA International Stadium Complex, Ranchi",Punjab,Manipur,Punjab,30,22,2,2,0,14,13,16,9,0,0,9,2023
N Wadhera,1383496.json,2023-10-21,2023/24,"JSCA International Stadium Complex, Ranchi",Punjab,Manipur,Punjab,2,3,0,0,1,0,0,2,3,0,0,1,2023
Anmolpreet Singh,1383496.json,2023-10-21,2023/24,"JSCA International Stadium Complex, Ranchi",Punjab,Manipur,Punjab,7,5,1,0,0,0,0,7,5,0,0,1,2023
KH Devdhar,955053.json,2016-01-16,2015/16,Wankhede Stadium,Baroda,Kerala,Kerala,31,36,1,0,1,19,15,12,21,0,0,14,2015
Mrunal Devdhar,955053.json,2016-01-16,2015/16,Wankhede Stadium,Baroda,Kerala,Kerala,14,11,2,0,1,14,11,0,0,0,0,4,2015
HH Pandya,955053.json,2016-01-16,2015/16,Wankhede Stadium,Baroda,Kerala,Kerala,16,15,3,0,1,10,10,6,5,0,0,8,2015
YK Pathan,955053.json,2016-01-16,2015/16,Wankhede Stadium,Baroda,Kerala,Kerala,18,18,2,0,1,0,0,18,18,0,0,6,2015
DJ Hooda,955053.json,2016-01-16,2015/16,Wankhede Stadium,Baroda,Kerala,Kerala,32,16,1,3,1,0,0,6,6,26,10,2,2015
IK Pathan,955053.json,2016-01-16,2015/16,Wankhede Stadium,Baroda,Kerala,Kerala,35,18,3,2,0,0,0,2,4,33,14,3,2015
Swapnil Singh,955053.json,2016-01-16,2015/16,Wankhede Stadium,Baroda,Kerala,Kerala,0,1,0,0,1,0,0,0,0,0,1,1,2015
PR Shah,955053.json,2016-01-16,2015/16,Wankhede Stadium,Baroda,Kerala,Kerala,9,5,1,0,0,0,0,0,0,9,5,0,2015
VA Jagadeesh,955053.json,2016-01-16,2015/16,Wankhede Stadium,Kerala,Baroda,Kerala,1,3,0,0,1,1,3,0,0,0,0,2,2015
SV Samson,955053.json,2016-01-16,2015/16,Wankhede Stadium,Kerala,Baroda,Kerala,0,1,0,0,1,0,1,0,0,0,0,1,2015
Rohan Prem,955053.json,2016-01-16,2015/16,Wankhede Stadium,Kerala,Baroda,Kerala,6,11,0,0,1,6,11,0,0,0,0,5,2015
Nikhilesh Surendran,955053.json,2016-01-16,2015/16,Wankhede Stadium,Kerala,Baroda,Kerala,36,32,6,0,1,13,14,23,18,0,0,15,2015
Sachin Baby,955053.json,2016-01-16,2015/16,Wankhede Stadium,Kerala,Baroda,Kerala,44,35,4,2,1,1,7,42,26,1,2,16,2015
RV Gomez,955053.json,2016-01-16,2015/16,Wankhede Stadium,Kerala,Baroda,Kerala,47,21,3,3,0,0,0,18,10,29,11,1,2015
Fabid Ahmed,955053.json,2016-01-16,2015/16,Wankhede Stadium,Kerala,Baroda,Kerala,11,8,1,1,1,0,0,0,0,11,8,5,2015
P Prasanth,955053.json,2016-01-16,2015/16,Wankhede Stadium,Kerala,Baroda,Kerala,17,7,0,2,0,0,0,0,0,17,7,1,2015
Virat Singh,902167.json,2016-01-06,2015/16,Jawaharlal Nehru Stadium,Jharkhand,Punjab,Punjab,41,38,4,1,1,23,22,18,16,0,0,19,2015
IR Jaggi,902167.json,2016-01-06,2015/16,Jawaharlal Nehru Stadium,Jharkhand,Punjab,Punjab,0,3,0,0,1,0,3,0,0,0,0,3,2015
Anand Singh,902167.json,2016-01-06,2015/16,Jawaharlal Nehru Stadium,Jharkhand,Punjab,Punjab,9,8,2,0,1,9,8,0,0,0,0,5,2015
Sumit Kumar,902167.json,2016-01-06,2015/16,Jawaharlal Nehru Stadium,Jharkhand,Punjab,Punjab,2,6,0,0,1,1,3,1,3,0,0,4,2015
Kumar Deobrat,902167.json,2016-01-06,2015/16,Jawaharlal Nehru Stadium,Jharkhand,Punjab,Punjab,18,19,0,1,1,0,0,18,19,0,0,8,2015
KR Singh,902167.json,2016-01-06,2015/16,Jawaharlal Nehru Stadium,Jharkhand,Punjab,Punjab,0,5,0,0,1,0,0,0,5,0,0,5,2015
Ankit Dabas,902167.json,2016-01-06,2015/16,Jawaharlal Nehru Stadium,Jharkhand,Punjab,Punjab,5,9,0,0,1,0,0,5,7,0,2,4,2015
S Nadeem,902167.json,2016-01-06,2015/16,Jawaharlal Nehru Stadium,Jharkhand,Punjab,Punjab,9,16,0,0,1,0,0,1,4,8,12,8,2015
Vikash Singh,902167.json,2016-01-06,2015/16,Jawaharlal Nehru Stadium,Jharkhand,Punjab,Punjab,10,14,1,0,0,0,0,0,0,10,14,7,2015
Monu Kumar,902167.json,2016-01-06,2015/16,Jawaharlal Nehru Stadium,Jharkhand,Punjab,Punjab,4,2,1,0,1,0,0,0,0,4,2,1,2015
M Vohra,902167.json,2016-01-06,2015/16,Jawaharlal Nehru Stadium,Punjab,Jharkhand,Punjab,1,2,0,0,1,1,2,0,0,0,0,1,2015
Pargat Singh,902167.json,2016-01-06,2015/16,Jawaharlal Nehru Stadium,Punjab,Jharkhand,Punjab,60,57,8,0,0,25,25,22,23,13,9,24,2015
Gitansh Khera,902167.json,2016-01-06,2015/16,Jawaharlal Nehru Stadium,Punjab,Jharkhand,Punjab,22,28,1,1,1,2,9,20,19,0,0,16,2015
Harbhajan Singh,902167.json,2016-01-06,2015/16,Jawaharlal Nehru Stadium,Punjab,Jharkhand,Punjab,10,8,1,1,1,0,0,10,8,0,0,6,2015
Mayank Sidhana,902167.json,2016-01-06,2015/16,Jawaharlal Nehru Stadium,Punjab,Jharkhand,Punjab,11,10,2,0,0,0,0,1,4,10,6,5,2015
Mangal Mahrour,1280208.json,2021-11-04,2021/22,Arun Jaitley Stadium,Bihar,Railways,Bihar,20,21,2,0,1,17,15,3,6,0,0,8,2021
Bipin Saurabh,1280208.json,2021-11-04,2021/22,Arun Jaitley Stadium,Bihar,Railways,Bihar,72,54,10,1,1,25,21,35,24,12,9,19,2021
Babul Kumar,1280208.json,2021-11-04,2021/22,Arun Jaitley Stadium,Bihar,Railways,Bihar,36,27,3,1,1,0,0,35,24,1,3,10,2021
S Gani,1280208.json,2021-11-04,2021/22,Arun Jaitley Stadium,Bihar,Railways,Bihar,18,9,0,2,1,0,0,0,0,18,9,2,2021
Sachin Kumar,1280208.json,2021-11-04,2021/22,Arun Jaitley Stadium,Bihar,Railways,Bihar,5,6,0,0,0,0,0,0,0,5,6,2,2021
Pratyush Singh,1280208.json,2021-11-04,2021/22,Arun Jaitley Stadium,Bihar,Railways,Bihar,7,3,1,0,0,0,0,0,0,7,3,0,2021
Mrunal Devdhar,1280208.json,2021-11-04,2021/22,Arun Jaitley Stadium,Railways,Bihar,Bihar,0,1,0,0,1,0,1,0,0,0,0,1,2021
Shivam Chaudhary,1280208.json,2021-11-04,2021/22,Arun Jaitley Stadium,Railways,Bihar,Bihar,6,7,1,0,1,6,7,0,0,0,0,4,2021
Pratham Singh,1280208.json,2021-11-04,2021/22,Arun Jaitley Stadium,Railways,Bihar,Bihar,61,48,5,1,1,14,16,33,23,14,9,13,2021
Upendra Yadav,1280208.json,2021-11-04,2021/22,Arun Jaitley Stadium,Railways,Bihar,Bihar,0,1,0,0,1,0,1,0,0,0,0,1,2021
Vivek Singh,1280208.json,2021-11-04,2021/22,Arun Jaitley Stadium,Railways,Bihar,Bihar,5,7,1,0,1,5,7,0,0,0,0,5,2021
Shubham Chaubey,1280208.json,2021-11-04,2021/22,Arun Jaitley Stadium,Railways,Bihar,Bihar,7,5,1,0,1,7,4,0,1,0,0,2,2021
KV Sharma,1280208.json,2021-11-04,2021/22,Arun Jaitley Stadium,Railways,Bihar,Bihar,12,16,1,0,1,0,0,12,16,0,0,7,2021
Harsh Tyagi,1280208.json,2021-11-04,2021/22,Arun Jaitley Stadium,Railways,Bihar,Bihar,24,15,3,0,1,0,0,24,14,0,1,4,2021
Dhrushant Soni,1280208.json,2021-11-04,2021/22,Arun Jaitley Stadium,Railways,Bihar,Bihar,2,3,0,0,1,0,0,0,0,2,3,1,2021
T Pradeep,1280208.json,2021-11-04,2021/22,Arun Jaitley Stadium,Railways,Bihar,Bihar,5,4,1,0,1,0,0,0,0,5,4,2,2021
Himanshu Sangwan,1280208.json,2021-11-04,2021/22,Arun Jaitley Stadium,Railways,Bihar,Bihar,1,1,0,0,0,0,0,0,0,1,1,0,2021
Bibek Diyali,1157116.json,2019-02-22,2018/19,Holkar Stadium,Sikkim,Goa,Goa,22,24,2,1,1,12,16,10,8,0,0,15,2018
Nilesh Lamichaney,1157116.json,2019-02-22,2018/19,Holkar Stadium,Sikkim,Goa,Goa,6,15,1,0,1,6,15,0,0,0,0,12,2018
Ashish Thapa,1157116.json,2019-02-22,2018/19,Holkar Stadium,Sikkim,Goa,Goa,12,20,0,0,1,2,5,10,15,0,0,9,2018
Milind Kumar,1157116.json,2019-02-22,2018/19,Holkar Stadium,Sikkim,Goa,Goa,16,15,2,0,1,0,0,16,15,0,0,5,2018
Lee Yong Lepcha,1157116.json,2019-02-22,2018/19,Holkar Stadium,Sikkim,Goa,Goa,1,4,0,0,1,0,0,1,4,0,0,3,2018
Bipul Sharma,1157116.json,2019-02-22,2018/19,Holkar Stadium,Sikkim,Goa,Goa,2,4,0,0,1,0,0,2,4,0,0,2,2018
Mandup Bhutia,1157116.json,2019-02-22,2018/19,Holkar Stadium,Sikkim,Goa,Goa,8,13,1,0,1,0,0,1,3,7,10,8,2018
Palzor Tamang,1157116.json,2019-02-22,2018/19,Holkar Stadium,Sikkim,Goa,Goa,19,17,3,0,1,0,0,3,5,16,12,7,2018
Ishwar Chaudhary,1157116.json,2019-02-22,2018/19,Holkar Stadium,Sikkim,Goa,Goa,3,6,0,0,0,0,0,0,0,3,6,3,2018
Amos Rai,1157116.json,2019-02-22,2018/19,Holkar Stadium,Sikkim,Goa,Goa,0,2,0,0,0,0,0,0,0,0,2,2,2018
Sagun Kamat,1157116.json,2019-02-22,2018/19,Holkar Stadium,Goa,Sikkim,Goa,50,39,4,2,0,25,19,25,20,0,0,12,2018
Amogh Desai,1157116.json,2019-02-22,2018/19,Holkar Stadium,Goa,Sikkim,Goa,12,17,1,1,1,12,17,0,0,0,0,13,2018
Amit Verma,1157116.json,2019-02-22,2018/19,Holkar Stadium,Goa,Sikkim,Goa,23,20,2,1,1,0,0,23,20,0,0,9,2018
KA Vaz,1157116.json,2019-02-22,2018/19,Holkar Stadium,Goa,Sikkim,Goa,12,8,2,0,0,0,0,12,8,0,0,2,2018
Urvil Patel,1383480.json,2023-10-19,2023/24,"JSCA International Stadium Complex, Ranchi",Gujarat,Goa,Gujarat,46,19,5,3,1,40,17,6,2,0,0,4,2023
Priyank Panchal,1383480.json,2023-10-19,2023/24,"JSCA International Stadium Complex, Ranchi",Gujarat,Goa,Gujarat,4,4,1,0,1,4,4,0,0,0,0,3,2023
Aarya Desai,1383480.json,2023-10-19,2023/24,"JSCA International Stadium Complex, Ranchi",Gujarat,Goa,Gujarat,25,21,4,0,1,20,15,5,6,0,0,8,2023
UR Kumar,1383480.json,2023-10-19,2023/24,"JSCA International Stadium Complex, Ranchi",Gujarat,Goa,Gujarat,23,14,1,2,1,0,0,23,14,0,0,4,2023
Saurav Chauhan,1383480.json,2023-10-19,2023/24,"JSCA International Stadium Complex, Ranchi",Gujarat,Goa,Gujarat,36,26,1,2,1,0,0,31,20,5,6,3,2023
Chirag Gandhi,1383480.json,2023-10-19,2023/24,"JSCA International Stadium Complex, Ranchi",Gujarat,Goa,Gujarat,26,18,2,1,1,0,0,14,12,12,6,4,2023
RV Patel,1383480.json,2023-10-19,2023/24,"JSCA International Stadium Complex, Ranchi",Gujarat,Goa,Gujarat,29,13,3,2,1,0,0,0,0,29,13,3,2023
Chintan Gaja,1383480.json,2023-10-19,2023/24,"JSCA International Stadium Complex, Ranchi",Gujarat,Goa,Gujarat,11,4,0,1,0,0,0,0,0,11,4,0,2023
PP Chawla,1383480.json,2023-10-19,2023/24,"JSCA International Stadium Complex, Ranchi",Gujarat,Goa,Gujarat,4,1,1,0,0,0,0,0,0,4,1,0,2023
Ishaan Gadekar,1383480.json,2023-10-19,2023/24,"JSCA International Stadium Complex, Ranchi",Goa,Gujarat,Gujarat,32,20,4,1,1,32,20,0,0,0,0,8,2023
RA Tripathi,1383480.json,2023-10-19,2023/24,"JSCA International Stadium Complex, Ranchi",Goa,Gujarat,Gujarat,22,16,4,0,1,22,15,0,1,0,0,6,2023
Krishnamurthy Siddharth,1383480.json,2023-10-19,2023/24,"JSCA International Stadium Complex, Ranchi",Goa,Gujarat,Gujarat,53,37,5,1,1,1,1,39,24,13,12,8,2023
SS Prabhudessai,1383480.json,2023-10-19,2023/24,"JSCA International Stadium Complex, Ranchi",Goa,Gujarat,Gujarat,8,5,1,0,1,0,0,8,5,0,0,1,2023
Deepraj Gaonkar,1383480.json,2023-10-19,2023/24,"JSCA International Stadium Complex, Ranchi",Goa,Gujarat,Gujarat,30,20,0,4,1,0,0,30,20,0,0,10,2023
Darshan Misal,1383480.json,2023-10-19,2023/24,"JSCA International Stadium Complex, Ranchi",Goa,Gujarat,Gujarat,50,20,3,5,0,0,0,8,4,42,16,4,2023
TT Sawkar,1383480.json,2023-10-19,2023/24,"JSCA International Stadium Complex, Ranchi",Goa,Gujarat,Gujarat,0,1,0,0,1,0,0,0,0,0,1,1,2023
MS Redkar,1383480.json,2023-10-19,2023/24,"JSCA International Stadium Complex, Ranchi",Goa,Gujarat,Gujarat,1,1,0,0,0,0,0,0,0,1,1,0,2023
RV Uthappa,1130705.json,2018-01-13,2017/18,Saurashtra Cricket Association Stadium,Saurashtra,Gujarat,Gujarat,3,5,0,0,1,3,5,0,0,0,0,2,2017
SP Jackson,1130705.json,2018-01-13,2017/18,Saurashtra Cricket Association Stadium,Saurashtra,Gujarat,Gujarat,11,17,0,1,1,11,17,0,0,0,0,11,2017
Vishvaraj Jadeja,1130705.json,2018-01-13,2017/18,Saurashtra Cricket Association Stadium,Saurashtra,Gujarat,Gujarat,48,32,3,1,1,6,6,42,26,0,0,3,2017
PN Mankad,1130705.json,2018-01-13,2017/18,Saurashtra Cricket Association Stadium,Saurashtra,Gujarat,Gujarat,20,21,2,0,1,7,8,13,13,0,0,8,2017
Arpit Vasavada,1130705.json,2018-01-13,2017/18,Saurashtra Cricket Association Stadium,Saurashtra,Gujarat,Gujarat,19,13,2,0,1,0,0,14,10,5,3,2,2017
JD Unadkat,1130705.json,2018-01-13,2017/18,Saurashtra Cricket Association Stadium,Saurashtra,Gujarat,Gujarat,4,6,0,0,1,0,0,4,5,0,1,3,2017
Chirag Jani,1130705.json,2018-01-13,2017/18,Saurashtra Cricket Association Stadium,Saurashtra,Gujarat,Gujarat,2,4,0,0,1,0,0,0,0,2,4,2,2017
S Sanandia,1130705.json,2018-01-13,2017/18,Saurashtra Cricket Association Stadium,Saurashtra,Gujarat,Gujarat,18,11,1,2,1,0,0,0,0,18,11,6,2017
Dharmendrasinh Jadeja,1130705.json,2018-01-13,2017/18,Saurashtra Cricket Association Stadium,Saurashtra,Gujarat,Gujarat,1,2,0,0,1,0,0,0,0,1,2,1,2017
K D Patel,1130705.json,2018-01-13,2017/18,Saurashtra Cricket Association Stadium,Saurashtra,Gujarat,Gujarat,2,4,0,0,1,0,0,0,0,2,4,2,2017
Yuvraj Chudasama,1130705.json,2018-01-13,2017/18,Saurashtra Cricket Association Stadium,Saurashtra,Gujarat,Gujarat,1,1,0,0,0,0,0,0,0,1,1,0,2017
Priyank Panchal,1130705.json,2018-01-13,2017/18,Saurashtra Cricket Association Stadium,Gujarat,Saurashtra,Gujarat,76,54,10,1,1,13,18,55,32,8,4,17,2017
Dhruv Raval,1130705.json,2018-01-13,2017/18,Saurashtra Cricket Association Stadium,Gujarat,Saurashtra,Gujarat,19,15,3,0,1,19,15,0,0,0,0,6,2017
BH Merai,1130705.json,2018-01-13,2017/18,Saurashtra Cricket Association Stadium,Gujarat,Saurashtra,Gujarat,35,32,2,0,0,2,3,23,23,10,6,6,2017
Chirag Gandhi,1130705.json,2018-01-13,2017/18,Saurashtra Cricket Association Stadium,Gujarat,Saurashtra,Gujarat,5,9,0,0,0,0,0,0,0,5,9,5,2017
Samarth Seth,1205808.json,2019-11-15,2019/20,"Cricket Stadium, Sector-16",Arunachal Pradesh,Hyderabad (India),Hyderabad (India),15,22,2,1,1,15,22,0,0,0,0,18,2019
Akhilesh Sahani,1205808.json,2019-11-15,2019/20,"Cricket Stadium, Sector-16",Arunachal Pradesh,Hyderabad (India),Hyderabad (India),12,15,2,0,1,10,11,2,4,0,0,9,2019
Suraj Tayam,1205808.json,2019-11-15,2019/20,"Cricket Stadium, Sector-16",Arunachal Pradesh,Hyderabad (India),Hyderabad (India),3,5,0,0,1,3,3,0,2,0,0,2,2019
Rahul Dalal,1205808.json,2019-11-15,2019/20,"Cricket Stadium, Sector-16",Arunachal Pradesh,Hyderabad (India),Hyderabad (India),3,11,0,0,1,0,0,3,11,0,0,8,2019
Uvais Ahmad,1205808.json,2019-11-15,2019/20,"Cricket Stadium, Sector-16",Arunachal Pradesh,Hyderabad (India),Hyderabad (India),72,38,3,7,0,0,0,18,18,54,20,10,2019
Shashwat Kohli,1205808.json,2019-11-15,2019/20,"Cricket Stadium, Sector-16",Arunachal Pradesh,Hyderabad (India),Hyderabad (India),3,9,0,0,1,0,0,3,9,0,0,6,2019
Song Tacho,1205808.json,2019-11-15,2019/20,"Cricket Stadium, Sector-16",Arunachal Pradesh,Hyderabad (India),Hyderabad (India),0,1,0,0,1,0,0,0,1,0,0,1,2019
Techi Neri,1205808.json,2019-11-15,2019/20,"Cricket Stadium, Sector-16",Arunachal Pradesh,Hyderabad (India),Hyderabad (India),13,20,1,0,0,0,0,4,9,9,11,10,2019
Tanmay Agarwal,1205808.json,2019-11-15,2019/20,"Cricket Stadium, Sector-16",Hyderabad (India),Arunachal Pradesh,Hyderabad (India),52,40,5,1,1,19,18,33,21,0,1,12,2019
Himalay Agarwal,1205808.json,2019-11-15,2019/20,"Cricket Stadium, Sector-16",Hyderabad (India),Arunachal Pradesh,Hyderabad (India),7,9,0,1,1,7,9,0,0,0,0,7,2019
Shashidhar Reddy,1205808.json,2019-11-15,2019/20,"Cricket Stadium, Sector-16",Hyderabad (India),Arunachal Pradesh,Hyderabad (India),4,7,1,0,1,4,7,0,0,0,0,6,2019
Bavanaka Sandeep,1205808.json,2019-11-15,2019/20,"Cricket Stadium, Sector-16",Hyderabad (India),Arunachal Pradesh,Hyderabad (India),35,27,4,1,1,0,2,35,25,0,0,10,2019
J Mallikarjun,1205808.json,2019-11-15,2019/20,"Cricket Stadium, Sector-16",Hyderabad (India),Arunachal Pradesh,Hyderabad (India),23,16,2,1,0,0,0,11,8,12,8,4,2019
AT Rayudu,1205808.json,2019-11-15,2019/20,"Cricket Stadium, Sector-16",Hyderabad (India),Arunachal Pradesh,Hyderabad (India),4,10,0,0,0,0,0,0,0,4,10,6,2019
SP Goswami,1244387.json,2021-01-18,2020/21,Eden Gardens,Bengal,Tamil Nadu,Tamil Nadu,21,17,2,1,1,18,13,3,4,0,0,7,2020
Vivek Singh,1244387.json,2021-01-18,2020/21,Eden Gardens,Bengal,Tamil Nadu,Tamil Nadu,7,8,1,0,1,7,8,0,0,0,0,4,2020
SSK Bal,1244387.json,2021-01-18,2020/21,Eden Gardens,Bengal,Tamil Nadu,Tamil Nadu,14,12,1,1,1,14,12,0,0,0,0,7,2020
Kaif Ahmad,1244387.json,2021-01-18,2020/21,Eden Gardens,Bengal,Tamil Nadu,Tamil Nadu,63,47,5,2,0,0,3,40,32,23,12,13,2020
Shahbaz Ahmed,1244387.json,2021-01-18,2020/21,Eden Gardens,Bengal,Tamil Nadu,Tamil Nadu,2,4,0,0,1,0,0,2,4,0,0,2,2020
MK Tiwary,1244387.json,2021-01-18,2020/21,Eden Gardens,Bengal,Tamil Nadu,Tamil Nadu,7,6,1,0,1,0,0,7,6,0,0,2,2020
AP Majumdar,1244387.json,2021-01-18,2020/21,Eden Gardens,Bengal,Tamil Nadu,Tamil Nadu,34,22,4,0,1,0,0,8,8,26,14,3,2020
Arnab Nandi,1244387.json,2021-01-18,2020/21,Eden Gardens,Bengal,Tamil Nadu,Tamil Nadu,1,1,0,0,1,0,0,0,0,1,1,0,2020
Akash Deep,1244387.json,2021-01-18,2020/21,Eden Gardens,Bengal,Tamil Nadu,Tamil Nadu,5,3,1,0,1,0,0,0,0,5,3,1,2020
Hari Nishaanth,1244387.json,2021-01-18,2020/21,Eden Gardens,Tamil Nadu,Bengal,Tamil Nadu,14,12,3,0,1,14,12,0,0,0,0,7,2020
N Jagadeesan,1244387.json,2021-01-18,2020/21,Eden Gardens,Tamil Nadu,Bengal,Tamil Nadu,71,45,6,4,0,7,13,32,19,32,13,15,2020
KB Arun Karthik,1244387.json,2021-01-18,2020/21,Eden Gardens,Tamil Nadu,Bengal,Tamil Nadu,30,20,3,1,1,15,11,15,9,0,0,8,2020
