player,match_file,date,season,venue,team,opponent,winner,runs_conceded,balls_bowled,wickets,wides,noballs,dot_balls,pp_runs,pp_balls,mid_runs,mid_balls,death_runs,death_balls,season_start_year
Swarajeet Das,1205836.json,2019-11-17,2019/20,Wankhede Stadium,Meghalaya,Mizoram,Meghalaya,23,12,0,0,0,2,0,0,23,12,0,0,2019
Kilco R Marak,1205836.json,2019-11-17,2019/20,Wankhede Stadium,Meghalaya,Mizoram,Meghalaya,10,6,0,0,0,2,0,0,0,0,10,6,2019
Baltej Singh,902231.json,2016-01-10,2015/16,Jawaharlal Nehru Stadium,Punjab,Saurashtra,Saurashtra,27,24,1,1,0,11,10,12,0,0,17,12,2015
S Kaul,902231.json,2016-01-10,2015/16,Jawaharlal Nehru Stadium,Punjab,Saurashtra,Saurashtra,40,24,1,1,0,8,15,12,0,0,25,12,2015
Jaskaran Singh,902231.json,2016-01-10,2015/16,Jawaharlal Nehru Stadium,Punjab,Saurashtra,Saurashtra,17,24,2,2,0,14,5,12,4,6,8,6,2015
Gurinder Singh,902231.json,2016-01-10,2015/16,Jawaharlal Nehru Stadium,Punjab,Saurashtra,Saurashtra,40,24,0,1,0,8,0,0,40,24,0,0,2015
Harbhajan Singh,902231.json,2016-01-10,2015/16,Jawaharlal Nehru Stadium,Punjab,Saurashtra,Saurashtra,19,12,0,0,0,4,0,0,19,12,0,0,2015
Yuvraj Singh,902231.json,2016-01-10,2015/16,Jawaharlal Nehru Stadium,Punjab,Saurashtra,Saurashtra,24,12,0,0,0,3,0,0,24,12,0,0,2015
JD Unadkat,902231.json,2016-01-10,2015/16,Jawaharlal Nehru Stadium,Saurashtra,Punjab,Saurashtra,19,24,3,0,0,12,9,12,0,0,10,12,2015
S Sanandia,902231.json,2016-01-10,2015/16,Jawaharlal Nehru Stadium,Saurashtra,Punjab,Saurashtra,31,20,2,0,1,11,16,12,0,0,15,8,2015
Chirag Jani,902231.json,2016-01-10,2015/16,Jawaharlal Nehru Stadium,Saurashtra,Punjab,Saurashtra,12,18,0,0,0,9,2,6,10,12,0,0,2015
Deepak Punia,902231.json,2016-01-10,2015/16,Jawaharlal Nehru Stadium,Saurashtra,Punjab,Saurashtra,20,6,1,0,0,1,20,6,0,0,0,0,2015
PN Mankad,902231.json,2016-01-10,2015/16,Jawaharlal Nehru Stadium,Saurashtra,Punjab,Saurashtra,40,24,0,0,0,4,0,0,40,24,0,0,2015
Dharmendrasinh Jadeja,902231.json,2016-01-10,2015/16,Jawaharlal Nehru Stadium,Saurashtra,Punjab,Saurashtra,26,24,2,0,0,9,0,0,21,18,5,6,2015
Shakeeb Ahmed,1157186.json,2019-02-28,2018/19,DRIEMS Ground,Chhattisgarh,Bengal,Bengal,33,24,0,1,1,7,11,12,0,0,22,12,2018
Kant Singh,1157186.json,2019-02-28,2018/19,DRIEMS Ground,Chhattisgarh,Bengal,Bengal,50,24,1,0,1,4,21,12,12,6,17,6,2018
Shubham Singh,1157186.json,2019-02-28,2018/19,DRIEMS Ground,Chhattisgarh,Bengal,Bengal,26,12,0,0,0,5,12,6,14,6,0,0,2018
Aishwary Mourya,1157186.json,2019-02-28,2018/19,DRIEMS Ground,Chhattisgarh,Bengal,Bengal,34,24,1,3,0,4,8,6,19,12,7,6,2018
Vishal Kushwah,1157186.json,2019-02-28,2018/19,DRIEMS Ground,Chhattisgarh,Bengal,Bengal,17,12,0,1,0,4,0,0,17,12,0,0,2018
Shivendra Singh,1157186.json,2019-02-28,2018/19,DRIEMS Ground,Chhattisgarh,Bengal,Bengal,28,24,2,0,0,5,0,0,23,18,5,6,2018
AB Dinda,1157186.json,2019-02-28,2018/19,DRIEMS Ground,Bengal,Chhattisgarh,Bengal,34,24,2,2,0,9,16,12,0,0,18,12,2018
IC Porel,1157186.json,2019-02-28,2018/19,DRIEMS Ground,Bengal,Chhattisgarh,Bengal,30,24,3,1,0,12,18,18,12,6,0,0,2018
Sayan Ghosh,1157186.json,2019-02-28,2018/19,DRIEMS Ground,Bengal,Chhattisgarh,Bengal,32,24,4,1,0,8,8,6,13,6,11,12,2018
Ayan Bhattacharjee,1157186.json,2019-02-28,2018/19,DRIEMS Ground,Bengal,Chhattisgarh,Bengal,27,24,0,1,1,7,0,0,27,24,0,0,2018
Vivek Singh,1157186.json,2019-02-28,2018/19,DRIEMS Ground,Bengal,Chhattisgarh,Bengal,22,12,0,0,0,2,0,0,22,12,0,0,2018
Shahbaz Ahmed,1157186.json,2019-02-28,2018/19,DRIEMS Ground,Bengal,Chhattisgarh,Bengal,17,12,0,0,0,4,0,0,4,6,13,6,2018
R Vinay Kumar,1157169.json,2019-02-27,2018/19,Barabati Stadium,Karnataka,Chhattisgarh,Karnataka,32,24,0,1,0,10,12,12,4,6,16,6,2018
A Mithun,1157169.json,2019-02-27,2018/19,Barabati Stadium,Karnataka,Chhattisgarh,Karnataka,46,24,1,1,0,6,17,12,11,6,18,6,2018
Vasuki Koushik,1157169.json,2019-02-27,2018/19,Barabati Stadium,Karnataka,Chhattisgarh,Karnataka,37,24,1,3,0,9,4,6,4,6,29,12,2018
KC Cariappa,1157169.json,2019-02-27,2018/19,Barabati Stadium,Karnataka,Chhattisgarh,Karnataka,20,24,0,4,0,11,5,6,10,12,5,6,2018
KK Nair,1157169.json,2019-02-27,2018/19,Barabati Stadium,Karnataka,Chhattisgarh,Karnataka,9,6,0,0,0,3,0,0,9,6,0,0,2018
S Gopal,1157169.json,2019-02-27,2018/19,Barabati Stadium,Karnataka,Chhattisgarh,Karnataka,19,12,1,0,0,3,0,0,19,12,0,0,2018
J Suchith,1157169.json,2019-02-27,2018/19,Barabati Stadium,Karnataka,Chhattisgarh,Karnataka,8,6,0,0,0,1,0,0,8,6,0,0,2018
Shakeeb Ahmed,1157169.json,2019-02-27,2018/19,Barabati Stadium,Chhattisgarh,Karnataka,Karnataka,35,20,0,0,0,5,10,12,0,0,25,8,2018
Pankaj Rao,1157169.json,2019-02-27,2018/19,Barabati Stadium,Chhattisgarh,Karnataka,Karnataka,24,18,0,1,0,7,24,18,0,0,0,0,2018
Vishal Kushwah,1157169.json,2019-02-27,2018/19,Barabati Stadium,Chhattisgarh,Karnataka,Karnataka,40,24,2,1,0,7,8,6,17,12,15,6,2018
Shubham Singh,1157169.json,2019-02-27,2018/19,Barabati Stadium,Chhattisgarh,Karnataka,Karnataka,35,24,2,1,0,10,0,0,20,18,15,6,2018
Aishwary Mourya,1157169.json,2019-02-27,2018/19,Barabati Stadium,Chhattisgarh,Karnataka,Karnataka,13,12,2,0,0,7,0,0,13,12,0,0,2018
Shivendra Singh,1157169.json,2019-02-27,2018/19,Barabati Stadium,Chhattisgarh,Karnataka,Karnataka,28,18,0,0,0,1,0,0,17,12,11,6,2018
G Lalbiakvela,1244340.json,2021-01-13,2020/21,IC-Gurunanak College Ground,Mizoram,Meghalaya,Meghalaya,26,24,1,0,0,12,6,12,8,6,12,6,2020
Lalnunkima Varte,1244340.json,2021-01-13,2020/21,IC-Gurunanak College Ground,Mizoram,Meghalaya,Meghalaya,45,24,2,1,1,11,20,12,9,6,16,6,2020
Sumit Lama,1244340.json,2021-01-13,2020/21,IC-Gurunanak College Ground,Mizoram,Meghalaya,Meghalaya,25,18,1,1,0,9,2,6,23,12,0,0,2020
Pratik Desai,1244340.json,2021-01-13,2020/21,IC-Gurunanak College Ground,Mizoram,Meghalaya,Meghalaya,47,24,1,1,0,6,5,6,22,12,20,6,2020
T Kohli,1244340.json,2021-01-13,2020/21,IC-Gurunanak College Ground,Mizoram,Meghalaya,Meghalaya,47,18,0,3,0,6,0,0,20,12,27,6,2020
K Lalhmingmawia,1244340.json,2021-01-13,2020/21,IC-Gurunanak College Ground,Mizoram,Meghalaya,Meghalaya,14,6,0,0,0,0,0,0,14,6,0,0,2020
Bobby Zothansanga,1244340.json,2021-01-13,2020/21,IC-Gurunanak College Ground,Mizoram,Meghalaya,Meghalaya,26,6,1,1,0,1,0,0,0,0,26,6,2020
Abhay Negi,1244340.json,2021-01-13,2020/21,IC-Gurunanak College Ground,Meghalaya,Mizoram,Meghalaya,16,18,1,0,0,6,12,12,0,0,4,6,2020
R Sanjay Yadav,1244340.json,2021-01-13,2020/21,IC-Gurunanak College Ground,Meghalaya,Mizoram,Meghalaya,23,24,0,0,0,13,12,12,0,0,11,12,2020
Akash Choudhary,1244340.json,2021-01-13,2020/21,IC-Gurunanak College Ground,Meghalaya,Mizoram,Meghalaya,17,18,2,0,0,8,9,6,4,6,4,6,2020
Dippu Sangma,1244340.json,2021-01-13,2020/21,IC-Gurunanak College Ground,Meghalaya,Mizoram,Meghalaya,9,6,0,1,0,1,9,6,0,0,0,0,2020
A Singhania,1244340.json,2021-01-13,2020/21,IC-Gurunanak College Ground,Meghalaya,Mizoram,Meghalaya,15,24,4,1,0,17,0,0,15,24,0,0,2020
Anish Charak,1244340.json,2021-01-13,2020/21,IC-Gurunanak College Ground,Meghalaya,Mizoram,Meghalaya,15,18,0,0,0,11,0,0,15,18,0,0,2020
Kilco R Marak,1244340.json,2021-01-13,2020/21,IC-Gurunanak College Ground,Meghalaya,Mizoram,Meghalaya,5,12,2,0,0,8,0,0,3,6,2,6,2020
DG Nalkande,1280298.json,2021-11-18,2021/22,"Airforce Complex ground, Palam",Vidarbha,Rajasthan,Vidarbha,8,12,1,1,0,8,8,12,0,0,0,0,2021
LM Yadav,1280298.json,2021-11-18,2021/22,"Airforce Complex ground, Palam",Vidarbha,Rajasthan,Vidarbha,14,18,1,1,0,11,1,6,6,6,7,6,2021
Yash Thakur,1280298.json,2021-11-18,2021/22,"Airforce Complex ground, Palam",Vidarbha,Rajasthan,Vidarbha,25,24,2,0,0,8,10,12,11,6,4,6,2021
Akshay Karnewar,1280298.json,2021-11-18,2021/22,"Airforce Complex ground, Palam",Vidarbha,Rajasthan,Vidarbha,7,24,1,0,0,17,2,6,4,12,1,6,2021
Akshay Wakhare,1280298.json,2021-11-18,2021/22,"Airforce Complex ground, Palam",Vidarbha,Rajasthan,Vidarbha,21,24,1,0,0,11,0,0,12,18,9,6,2021
Atharva Taide,1280298.json,2021-11-18,2021/22,"Airforce Complex ground, Palam",Vidarbha,Rajasthan,Vidarbha,9,18,1,1,0,13,0,0,3,12,6,6,2021
Shubham Kamal Sharma,1280298.json,2021-11-18,2021/22,"Airforce Complex ground, Palam",Rajasthan,Vidarbha,Vidarbha,17,18,0,0,0,8,8,12,9,6,0,0,2021
Ravi Bishnoi,1280298.json,2021-11-18,2021/22,"Airforce Complex ground, Palam",Rajasthan,Vidarbha,Vidarbha,26,24,0,3,0,11,7,6,19,18,0,0,2021
DJ Hooda,1280298.json,2021-11-18,2021/22,"Airforce Complex ground, Palam",Rajasthan,Vidarbha,Vidarbha,9,12,0,0,1,8,9,12,0,0,0,0,2021
KL Nagarkoti,1280298.json,2021-11-18,2021/22,"Airforce Complex ground, Palam",Rajasthan,Vidarbha,Vidarbha,9,6,0,2,0,3,9,6,0,0,0,0,2021
MK Lomror,1280298.json,2021-11-18,2021/22,"Airforce Complex ground, Palam",Rajasthan,Vidarbha,Vidarbha,22,17,0,1,0,7,0,0,22,17,0,0,2021
A Choudhary,1280298.json,2021-11-18,2021/22,"Airforce Complex ground, Palam",Rajasthan,Vidarbha,Vidarbha,4,12,1,0,0,8,0,0,4,12,0,0,2021
JD Unadkat,1130687.json,2018-01-10,2017/18,Saurashtra Cricket Association Stadium,Saurashtra,Mumbai,Saurashtra,21,24,1,0,0,7,9,12,0,0,12,12,2017
S Sanandia,1130687.json,2018-01-10,2017/18,Saurashtra Cricket Association Stadium,Saurashtra,Mumbai,Saurashtra,24,21,4,0,0,10,19,12,0,0,5,9,2017
K D Patel,1130687.json,2018-01-10,2017/18,Saurashtra Cricket Association Stadium,Saurashtra,Mumbai,Saurashtra,41,24,0,0,0,5,26,12,3,6,12,6,2017
Dharmendrasinh Jadeja,1130687.json,2018-01-10,2017/18,Saurashtra Cricket Association Stadium,Saurashtra,Mumbai,Saurashtra,23,24,2,0,0,11,0,0,23,24,0,0,2017
Yuvraj Chudasama,1130687.json,2018-01-10,2017/18,Saurashtra Cricket Association Stadium,Saurashtra,Mumbai,Saurashtra,21,24,2,0,0,10,0,0,21,24,0,0,2017
TU Deshpande,1130687.json,2018-01-10,2017/18,Saurashtra Cricket Association Stadium,Mumbai,Saurashtra,Saurashtra,26,18,0,2,1,6,8,6,18,12,0,0,2017
DS Kulkarni,1130687.json,2018-01-10,2017/18,Saurashtra Cricket Association Stadium,Mumbai,Saurashtra,Saurashtra,23,24,0,0,0,12,15,12,6,6,2,6,2017
Parikshit Valsangkar,1130687.json,2018-01-10,2017/18,Saurashtra Cricket Association Stadium,Mumbai,Saurashtra,Saurashtra,27,24,0,0,0,12,10,6,11,12,6,6,2017
Khizer Dafedar,1130687.json,2018-01-10,2017/18,Saurashtra Cricket Association Stadium,Mumbai,Saurashtra,Saurashtra,20,12,0,0,0,5,11,6,9,6,0,0,2017
SN Thakur,1130687.json,2018-01-10,2017/18,Saurashtra Cricket Association Stadium,Mumbai,Saurashtra,Saurashtra,23,20,2,1,0,9,2,6,17,12,4,2,2017
S Dube,1130687.json,2018-01-10,2017/18,Saurashtra Cricket Association Stadium,Mumbai,Saurashtra,Saurashtra,14,6,0,0,0,1,0,0,14,6,0,0,2017
Pankaj Rao,1130668.json,2018-01-08,2017/18,Shaheed Veer Narayan Singh International Stadium,Chhattisgarh,Vidarbha,Vidarbha,35,24,0,1,0,5,15,12,7,6,13,6,2017
Vishal Kushwah,1130668.json,2018-01-08,2017/18,Shaheed Veer Narayan Singh International Stadium,Chhattisgarh,Vidarbha,Vidarbha,31,18,2,0,0,6,10,6,12,6,9,6,2017
Sumit Ruikar,1130668.json,2018-01-08,2017/18,Shaheed Veer Narayan Singh International Stadium,Chhattisgarh,Vidarbha,Vidarbha,32,18,0,0,0,3,19,12,13,6,0,0,2017
Ajay Mandal,1130668.json,2018-01-08,2017/18,Shaheed Veer Narayan Singh International Stadium,Chhattisgarh,Vidarbha,Vidarbha,18,12,1,1,0,3,8,6,10,6,0,0,2017
Shakeeb Ahmed,1130668.json,2018-01-08,2017/18,Shaheed Veer Narayan Singh International Stadium,Chhattisgarh,Vidarbha,Vidarbha,38,24,2,0,0,7,0,0,14,12,24,12,2017
Abhimanyu Chauhan,1130668.json,2018-01-08,2017/18,Shaheed Veer Narayan Singh International Stadium,Chhattisgarh,Vidarbha,Vidarbha,12,6,0,1,0,1,0,0,12,6,0,0,2017
Shivendra Singh,1130668.json,2018-01-08,2017/18,Shaheed Veer Narayan Singh International Stadium,Chhattisgarh,Vidarbha,Vidarbha,29,18,0,0,0,4,0,0,20,12,9,6,2017
SB Wagh,1130668.json,2018-01-08,2017/18,Shaheed Veer Narayan Singh International Stadium,Vidarbha,Chhattisgarh,Vidarbha,24,24,2,3,0,9,15,18,0,0,9,6,2017
RN Gurbani,1130668.json,2018-01-08,2017/18,Shaheed Veer Narayan Singh International Stadium,Vidarbha,Chhattisgarh,Vidarbha,15,18,1,1,0,9,15,18,0,0,0,0,2017
Ravikumar Thakur,1130668.json,2018-01-08,2017/18,Shaheed Veer Narayan Singh International Stadium,Vidarbha,Chhattisgarh,Vidarbha,27,18,1,0,0,5,0,0,12,6,15,12,2017
KV Sharma,1130668.json,2018-01-08,2017/18,Shaheed Veer Narayan Singh International Stadium,Vidarbha,Chhattisgarh,Vidarbha,36,18,1,0,0,4,0,0,22,12,14,6,2017
Akshay Wakhare,1130668.json,2018-01-08,2017/18,Shaheed Veer Narayan Singh International Stadium,Vidarbha,Chhattisgarh,Vidarbha,22,24,2,0,0,6,0,0,22,24,0,0,2017
RL Jangid,1130668.json,2018-01-08,2017/18,Shaheed Veer Narayan Singh International Stadium,Vidarbha,Chhattisgarh,Vidarbha,9,6,0,0,0,0,0,0,9,6,0,0,2017
Akshay Karnewar,1130668.json,2018-01-08,2017/18,Shaheed Veer Narayan Singh International Stadium,Vidarbha,Chhattisgarh,Vidarbha,14,12,1,2,0,3,0,0,5,6,9,6,2017
LI Meriwala,1280277.json,2021-11-09,2021/22,"ACA Stadium, Barsapara",Baroda,Mumbai,Mumbai,35,24,0,2,0,10,7,12,0,0,28,12,2021
A Sheth,1280277.json,2021-11-09,2021/22,"ACA Stadium, Barsapara",Baroda,Mumbai,Mumbai,32,18,1,1,0,3,10,6,11,6,11,6,2021
KH Pandya,1280277.json,2021-11-09,2021/22,"ACA Stadium, Barsapara",Baroda,Mumbai,Mumbai,29,24,0,2,0,8,15,12,14,12,0,0,2021
NA Rathva,1280277.json,2021-11-09,2021/22,"ACA Stadium, Barsapara",Baroda,Mumbai,Mumbai,37,24,1,0,0,5,8,6,18,12,11,6,2021
Chinta Gandhi,1280277.json,2021-11-09,2021/22,"ACA Stadium, Barsapara",Baroda,Mumbai,Mumbai,21,12,0,0,0,3,0,0,11,6,10,6,2021
Dhruv Patel,1280277.json,2021-11-09,2021/22,"ACA Stadium, Barsapara",Baroda,Mumbai,Mumbai,29,12,0,0,0,2,0,0,29,12,0,0,2021
KR Kakade,1280277.json,2021-11-09,2021/22,"ACA Stadium, Barsapara",Baroda,Mumbai,Mumbai,10,6,0,0,0,0,0,0,10,6,0,0,2021
Atharva Ankolekar,1280277.json,2021-11-09,2021/22,"ACA Stadium, Barsapara",Mumbai,Baroda,Mumbai,21,24,1,0,0,10,13,12,4,6,4,6,2021
SD Lad,1280277.json,2021-11-09,2021/22,"ACA Stadium, Barsapara",Mumbai,Baroda,Mumbai,12,18,1,3,0,9,6,6,0,0,6,12,2021
Mohit Avasthi,1280277.json,2021-11-09,2021/22,"ACA Stadium, Barsapara",Mumbai,Baroda,Mumbai,23,24,2,0,0,12,11,12,0,0,12,12,2021
PH Solanki,1280277.json,2021-11-09,2021/22,"ACA Stadium, Barsapara",Mumbai,Baroda,Mumbai,27,24,1,0,0,10,14,6,13,18,0,0,2021
Tanush Kotian,1280277.json,2021-11-09,2021/22,"ACA Stadium, Barsapara",Mumbai,Baroda,Mumbai,21,24,4,0,0,12,0,0,21,24,0,0,2021
Aman Hakim Khan,1280277.json,2021-11-09,2021/22,"ACA Stadium, Barsapara",Mumbai,Baroda,Mumbai,7,6,0,0,0,2,0,0,7,6,0,0,2021
Ram Dayal,1205820.json,2019-11-15,2019/20,Lalbhai Contractor Stadium,Jammu & Kashmir,Nagaland,Jammu & Kashmir,25,24,0,0,0,11,7,12,8,6,10,6,2019
Umar Nazir,1205820.json,2019-11-15,2019/20,Lalbhai Contractor Stadium,Jammu & Kashmir,Nagaland,Jammu & Kashmir,22,24,1,1,0,13,7,12,0,0,15,12,2019
Parvez Rasool,1205820.json,2019-11-15,2019/20,Lalbhai Contractor Stadium,Jammu & Kashmir,Nagaland,Jammu & Kashmir,30,24,2,1,0,10,2,6,15,12,13,6,2019
Abid Mushtaq,1205820.json,2019-11-15,2019/20,Lalbhai Contractor Stadium,Jammu & Kashmir,Nagaland,Jammu & Kashmir,15,24,1,0,0,14,1,6,14,18,0,0,2019
Auqib Nabi,1205820.json,2019-11-15,2019/20,Lalbhai Contractor Stadium,Jammu & Kashmir,Nagaland,Jammu & Kashmir,36,24,0,0,0,6,0,0,19,18,17,6,2019
STR Binny,1205820.json,2019-11-15,2019/20,Lalbhai Contractor Stadium,Nagaland,Jammu & Kashmir,Jammu & Kashmir,23,12,0,0,0,4,23,12,0,0,0,0,2019
SS Mundhe,1205820.json,2019-11-15,2019/20,Lalbhai Contractor Stadium,Nagaland,Jammu & Kashmir,Jammu & Kashmir,15,12,0,3,0,6,15,12,0,0,0,0,2019
Imliwati Lemtur,1205820.json,2019-11-15,2019/20,Lalbhai Contractor Stadium,Nagaland,Jammu & Kashmir,Jammu & Kashmir,21,18,1,1,0,6,5,6,16,12,0,0,2019
Moakumzuk Tzudir,1205820.json,2019-11-15,2019/20,Lalbhai Contractor Stadium,Nagaland,Jammu & Kashmir,Jammu & Kashmir,12,6,0,0,0,2,12,6,0,0,0,0,2019
Toni Chishi,1205820.json,2019-11-15,2019/20,Lalbhai Contractor Stadium,Nagaland,Jammu & Kashmir,Jammu & Kashmir,33,12,1,1,0,1,0,0,33,12,0,0,2019
Tahmeed Rahman,1205820.json,2019-11-15,2019/20,Lalbhai Contractor Stadium,Nagaland,Jammu & Kashmir,Jammu & Kashmir,11,6,0,0,0,2,0,0,11,6,0,0,2019
Inakato Zhimomi,1205820.json,2019-11-15,2019/20,Lalbhai Contractor Stadium,Nagaland,Jammu & Kashmir,Jammu & Kashmir,17,5,0,0,0,1,0,0,17,5,0,0,2019
Monu Kumar,1133414.json,2018-01-24,2017/18,Eden Gardens,Jharkhand,Karnataka,Karnataka,16,18,2,0,0,11,16,18,0,0,0,0,2017
VR Aaron,1133414.json,2018-01-24,2017/18,Eden Gardens,Jharkhand,Karnataka,Karnataka,42,24,1,0,0,9,26,12,8,6,8,6,2017
Vikash Singh,1133414.json,2018-01-24,2017/18,Eden Gardens,Jharkhand,Karnataka,Karnataka,59,30,1,2,1,9,4,6,11,6,44,18,2017
Sunny Gupta,1133414.json,2018-01-24,2017/18,Eden Gardens,Jharkhand,Karnataka,Karnataka,18,12,0,0,0,4,0,0,18,12,0,0,2017
S Nadeem,1133414.json,2018-01-24,2017/18,Eden Gardens,Jharkhand,Karnataka,Karnataka,42,24,0,0,0,2,0,0,30,18,12,6,2017
KR Singh,1133414.json,2018-01-24,2017/18,Eden Gardens,Jharkhand,Karnataka,Karnataka,24,12,0,0,0,3,0,0,24,12,0,0,2017
M Prasidh Krishna,1133414.json,2018-01-24,2017/18,Eden Gardens,Karnataka,Jharkhand,Karnataka,16,12,2,0,0,8,16,12,0,0,0,0,2017
A Mithun,1133414.json,2018-01-24,2017/18,Eden Gardens,Karnataka,Jharkhand,Karnataka,23,14,2,0,0,7,23,12,0,2,0,0,2017
S Aravind,1133414.json,2018-01-24,2017/18,Eden Gardens,Karnataka,Jharkhand,Karnataka,6,12,2,0,0,9,6,12,0,0,0,0,2017
STR Binny,1133414.json,2018-01-24,2017/18,Eden Gardens,Karnataka,Jharkhand,Karnataka,1,6,0,0,0,5,0,0,1,6,0,0,2017
J Suchith,1133414.json,2018-01-24,2017/18,Eden Gardens,Karnataka,Jharkhand,Karnataka,13,24,2,0,0,17,0,0,13,24,0,0,2017
S Gopal,1133414.json,2018-01-24,2017/18,Eden Gardens,Karnataka,Jharkhand,Karnataka,19,18,1,0,0,13,0,0,19,18,0,0,2017
S Nadeem,1205748.json,2019-11-09,2019/20,Lalbhai Contractor Stadium,Jharkhand,Saurashtra,Jharkhand,22,24,0,1,0,9,6,6,16,18,0,0,2019
Monu Kumar,1205748.json,2019-11-09,2019/20,Lalbhai Contractor Stadium,Jharkhand,Saurashtra,Jharkhand,24,24,0,1,0,10,9,12,0,0,15,12,2019
R Shukla,1205748.json,2019-11-09,2019/20,Lalbhai Contractor Stadium,Jharkhand,Saurashtra,Jharkhand,41,24,0,1,0,7,16,12,0,0,25,12,2019
VR Aaron,1205748.json,2019-11-09,2019/20,Lalbhai Contractor Stadium,Jharkhand,Saurashtra,Jharkhand,37,24,2,0,0,6,7,6,17,12,13,6,2019
Anand Singh,1205748.json,2019-11-09,2019/20,Lalbhai Contractor Stadium,Jharkhand,Saurashtra,Jharkhand,28,18,0,0,1,3,0,0,28,18,0,0,2019
AS Roy,1205748.json,2019-11-09,2019/20,Lalbhai Contractor Stadium,Jharkhand,Saurashtra,Jharkhand,17,6,0,0,0,0,0,0,17,6,0,0,2019
Dharmendrasinh Jadeja,1205748.json,2019-11-09,2019/20,Lalbhai Contractor Stadium,Saurashtra,Jharkhand,Jharkhand,20,12,0,2,0,3,6,6,14,6,0,0,2019
C Sakariya,1205748.json,2019-11-09,2019/20,Lalbhai Contractor Stadium,Saurashtra,Jharkhand,Jharkhand,40,22,0,2,1,6,21,12,12,6,7,4,2019
JD Unadkat,1205748.json,2019-11-09,2019/20,Lalbhai Contractor Stadium,Saurashtra,Jharkhand,Jharkhand,24,24,0,0,0,10,7,12,0,0,17,12,2019
V M Jivrajani,1205748.json,2019-11-09,2019/20,Lalbhai Contractor Stadium,Saurashtra,Jharkhand,Jharkhand,35,24,1,0,0,7,5,6,30,18,0,0,2019
Chirag Jani,1205748.json,2019-11-09,2019/20,Lalbhai Contractor Stadium,Saurashtra,Jharkhand,Jharkhand,17,24,2,0,0,8,0,0,13,18,4,6,2019
Parth Chauhan,1205748.json,2019-11-09,2019/20,Lalbhai Contractor Stadium,Saurashtra,Jharkhand,Jharkhand,34,12,0,1,0,1,0,0,13,6,21,6,2019
Abhay Negi,1157094.json,2019-02-21,2018/19,Lalbhai Contractor Stadium,Meghalaya,Gujarat,Gujarat,32,24,3,1,0,10,14,18,0,0,18,6,2018
Akash Choudhary,1157094.json,2019-02-21,2018/19,Lalbhai Contractor Stadium,Meghalaya,Gujarat,Gujarat,31,18,1,0,0,9,20,12,0,0,11,6,2018
Swarajeet Das,1157094.json,2019-02-21,2018/19,Lalbhai Contractor Stadium,Meghalaya,Gujarat,Gujarat,34,24,0,3,0,8,9,6,12,6,13,12,2018
Neetesh Sharma,1157094.json,2019-02-21,2018/19,Lalbhai Contractor Stadium,Meghalaya,Gujarat,Gujarat,10,6,0,0,0,2,0,0,10,6,0,0,2018
Gurinder Singh,1157094.json,2019-02-21,2018/19,Lalbhai Contractor Stadium,Meghalaya,Gujarat,Gujarat,10,24,2,0,0,14,0,0,10,24,0,0,2018
RR Biswa,1157094.json,2019-02-21,2018/19,Lalbhai Contractor Stadium,Meghalaya,Gujarat,Gujarat,29,24,0,0,0,3,0,0,20,18,9,6,2018
Roosh Kalaria,1157094.json,2019-02-21,2018/19,Lalbhai Contractor Stadium,Gujarat,Meghalaya,Gujarat,27,24,1,2,0,9,10,12,0,0,17,12,2018
Tejas Patel,1157094.json,2019-02-21,2018/19,Lalbhai Contractor Stadium,Gujarat,Meghalaya,Gujarat,28,24,2,0,0,11,9,6,14,12,5,6,2018
AR Patel,1157094.json,2019-02-21,2018/19,Lalbhai Contractor Stadium,Gujarat,Meghalaya,Gujarat,25,24,0,0,0,11,2,6,19,12,4,6,2018
PP Chawla,1157094.json,2019-02-21,2018/19,Lalbhai Contractor Stadium,Gujarat,Meghalaya,Gujarat,20,24,3,0,0,11,3,6,15,12,2,6,2018
Manish Sharma,1157094.json,2019-02-21,2018/19,Lalbhai Contractor Stadium,Gujarat,Meghalaya,Gujarat,22,18,1,0,0,7,3,6,19,12,0,0,2018
Hemang Patel,1157094.json,2019-02-21,2018/19,Lalbhai Contractor Stadium,Gujarat,Meghalaya,Gujarat,11,6,0,0,0,0,0,0,11,6,0,0,2018
AB Dinda,1244317.json,2021-01-11,2020/21,Holkar Stadium,Goa,Madhya Pradesh,Madhya Pradesh,45,24,2,2,0,7,19,12,0,0,26,12,2020
Lakshay Garg,1244317.json,2021-01-11,2020/21,Holkar Stadium,Goa,Madhya Pradesh,Madhya Pradesh,52,24,0,0,0,4,26,12,12,6,14,6,2020
Heramb Parab,1244317.json,2021-01-11,2020/21,Holkar Stadium,Goa,Madhya Pradesh,Madhya Pradesh,37,24,0,0,0,2,9,6,18,12,10,6,2020
Darshan Misal,1244317.json,2021-01-11,2020/21,Holkar Stadium,Goa,Madhya Pradesh,Madhya Pradesh,24,12,0,0,0,0,15,6,9,6,0,0,2020
Deepraj Gaonkar,1244317.json,2021-01-11,2020/21,Holkar Stadium,Goa,Madhya Pradesh,Madhya Pradesh,25,24,1,0,0,6,0,0,19,18,6,6,2020
SS Prabhudessai,1244317.json,2021-01-11,2020/21,Holkar Stadium,Goa,Madhya Pradesh,Madhya Pradesh,11,6,0,0,0,1,0,0,11,6,0,0,2020
